y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31
0.4625,0.640625,0.378125,0.3375,0.4375,0.446875,0.39375,0.44375,0.365625,0.378125,0.4,0.353125,0.396875,0.434375,0.4625,0.54375,0.33125,0.4125,0.428125,0.33125,0.4375,0.365625,0.378125,0.353125,0.5125,0.334375,0.428125,0.41875,0.353125,0.39375,0.4,0.51875
0.459375,0.634375,0.3375,0.390625,0.415625,0.521875,0.40625,0.425,0.340625,0.31875,0.825,0.3125,0.509375,0.41875,0.471875,0.665625,0.3875,0.478125,0.30625,0.409375,0.4,0.44375,0.478125,0.328125,0.540625,0.30625,0.50625,0.334375,0.421875,0.4375,0.371875,0.63125
0.628125,0.571875,0.3375,0.38125,0.35,0.621875,0.40625,0.59375,0.509375,0.40625,0.515625,0.39375,0.465625,0.51875,0.584375,0.484375,0.40625,0.44375,0.35,0.440625,0.403125,0.375,0.459375,0.359375,0.578125,0.303125,0.51875,0.371875,0.3875,0.36875,0.425,0.625
0.54375,0.628125,0.35,0.371875,0.371875,0.596875,0.46875,0.421875,0.465625,0.4375,0.653125,0.4,0.41875,0.521875,0.571875,0.5375,0.409375,0.5125,0.35625,0.434375,0.44375,0.359375,0.425,0.346875,0.58125,0.390625,0.425,0.453125,0.40625,0.484375,0.446875,0.63125
0.63125,0.696875,0.384375,0.38125,0.45625,0.63125,0.49375,0.39375,0.53125,0.4,1.196875,0.371875,0.50625,0.55625,0.534375,0.6375,0.459375,0.434375,0.359375,0.4375,0.490625,0.440625,0.540625,0.375,0.621875,0.35,0.465625,0.425,0.4,0.45625,0.55625,0.73125
0.634375,0.69375,0.384375,0.56875,0.425,0.63125,0.446875,0.496875,0.415625,0.403125,0.796875,0.35,0.603125,0.603125,0.5875,0.75,0.44375,0.575,0.409375,0.45,0.5125,0.44375,0.521875,0.4,0.553125,0.36875,0.415625,0.54375,0.50625,0.45,0.44375,0.659375
0.678125,0.6375,0.384375,0.578125,0.453125,0.728125,0.51875,0.50625,0.446875,0.371875,0.834375,0.365625,0.48125,0.5625,0.571875,0.91875,0.503125,0.6125,0.465625,0.503125,0.475,0.39375,0.471875,0.4,0.60625,0.34375,0.484375,0.4625,0.60625,0.45625,0.553125,0.68125
0.721875,0.684375,0.478125,0.446875,0.490625,0.6625,0.53125,0.628125,0.44375,0.38125,0.796875,0.428125,0.590625,0.60625,0.578125,2.584375,0.50625,0.575,0.484375,0.453125,0.575,0.446875,0.496875,0.453125,0.7375,0.36875,0.36875,0.465625,0.40625,0.746875,0.59375,0.690625
0.678125,0.675,0.403125,0.446875,0.61875,0.6875,0.65625,0.559375,0.49375,0.440625,0.946875,0.384375,0.603125,0.640625,0.596875,2.796875,0.540625,0.603125,0.53125,0.453125,0.521875,0.478125,0.571875,0.48125,0.675,0.35625,0.415625,0.64375,0.503125,0.45,0.634375,0.66875
0.659375,0.678125,0.534375,0.59375,0.50625,0.709375,0.659375,0.553125,0.48125,0.459375,1.25625,0.421875,0.56875,0.65,0.765625,2.028125,0.590625,0.7125,0.6375,0.421875,0.575,0.471875,0.60625,0.4,0.634375,0.4875,0.434375,0.63125,0.459375,0.525,0.83125,1.184375
0.690625,0.6875,0.55,0.534375,0.56875,0.703125,0.90625,0.65625,0.55,0.503125,1.196875,0.390625,0.828125,0.66875,0.703125,2.503125,0.725,0.625,0.5625,0.4125,0.49375,0.51875,0.6625,0.41875,0.7,0.6875,0.490625,0.65625,0.64375,0.8375,1.36875,0.7
0.715625,0.65,0.4625,0.578125,0.5875,0.696875,0.765625,0.715625,0.571875,0.6875,0.840625,0.4125,0.5625,1.09375,0.6625,2.384375,0.59375,0.69375,0.546875,0.459375,0.6125,0.68125,0.60625,0.44375,0.634375,0.509375,0.49375,0.628125,0.4875,0.5875,1.421875,0.684375
0.659375,0.725,0.509375,0.54375,0.603125,0.746875,0.63125,0.63125,0.5875,0.803125,1.259375,0.38125,0.596875,0.69375,0.790625,5.403125,0.696875,0.65625,0.475,0.621875,0.53125,0.8,0.60625,0.509375,0.684375,0.459375,0.390625,0.64375,0.41875,0.584375,1.575,0.703125
0.69375,0.7,0.453125,0.55,0.625,0.721875,1.028125,0.703125,0.55625,0.634375,0.934375,0.409375,0.628125,0.703125,0.7,3.03125,0.6875,0.721875,0.609375,0.575,0.621875,0.646875,0.64375,0.509375,0.734375,0.5125,0.596875,0.625,0.58125,0.609375,2.459375,0.93125
0.715625,0.728125,0.528125,0.54375,0.65625,0.73125,0.915625,0.746875,0.63125,0.678125,1.5625,0.446875,0.78125,0.715625,0.7375,6.33125,0.66875,0.75,0.61875,0.553125,0.453125,0.6875,0.659375,0.5625,0.675,0.459375,0.496875,0.684375,0.6375,0.85,2.74375,0.73125
0.709375,0.69375,0.59375,0.5875,0.628125,0.728125,0.828125,0.703125,0.7125,0.690625,1.41875,0.41875,0.6625,0.725,0.709375,4.528125,0.7,0.74375,0.665625,0.553125,0.71875,0.721875,0.728125,0.584375,0.725,0.553125,0.55,0.765625,0.60625,0.7,4.184375,0.825
0.825,0.721875,0.628125,0.65,0.659375,0.871875,0.778125,0.65,0.6875,0.665625,1.4375,0.51875,0.703125,0.75,0.684375,5.346875,0.7875,0.7125,0.615625,0.709375,0.603125,0.753125,0.7,0.515625,0.709375,0.584375,0.5875,0.81875,0.6,0.6875,2.475,1.421875
0.69375,0.728125,0.640625,0.640625,0.65,0.746875,1.1,0.73125,0.646875,0.659375,1.65625,0.559375,0.675,0.74375,0.74375,6.221875,0.6875,0.740625,0.6625,0.875,0.621875,0.653125,0.68125,0.496875,0.78125,0.55625,0.975,0.671875,0.665625,0.646875,3.184375,0.959375
0.734375,0.7375,0.66875,0.659375,0.678125,0.75625,2.00625,0.7,0.68125,0.671875,1.240625,0.4125,0.746875,0.734375,0.71875,6.665625,0.73125,0.728125,0.734375,0.734375,0.703125,0.734375,0.803125,0.5375,0.703125,0.53125,1.359375,0.765625,0.665625,0.775,3.609375,1.05
0.75625,0.7375,0.659375,0.659375,0.7125,0.7625,3.05,0.709375,0.675,0.853125,1.334375,0.490625,0.778125,0.715625,0.709375,3.821875,0.73125,0.721875,0.684375,0.821875,0.715625,0.684375,0.73125,0.55625,0.746875,0.484375,0.878125,0.6625,0.6875,0.88125,4.85,0.853125
0.721875,0.76875,0.640625,0.671875,0.665625,0.7625,0.734375,0.721875,0.728125,0.721875,1.49375,0.496875,0.759375,0.69375,0.753125,6.121875,0.759375,0.75,0.684375,0.74375,0.728125,0.734375,0.809375,0.58125,0.75,0.584375,1.7375,0.684375,0.728125,0.653125,4.85625,0.796875
0.734375,0.709375,0.721875,0.703125,0.6875,0.728125,0.834375,0.778125,0.6625,1.01875,1.246875,0.8125,0.73125,0.728125,0.83125,11.971875,0.875,0.725,0.659375,0.78125,0.740625,0.709375,0.753125,0.56875,0.68125,0.6375,0.93125,0.759375,0.65,0.68125,5.253125,0.746875
0.74375,0.73125,0.7,0.678125,0.6625,0.75625,0.784375,0.753125,0.6875,0.8125,1.653125,0.5875,0.909375,0.740625,0.73125,7.371875,0.746875,0.746875,0.740625,0.6875,0.665625,0.725,0.75625,0.734375,0.709375,0.65,0.81875,0.7375,0.7,0.771875,7.15625,1.121875
0.71875,0.7,0.684375,0.71875,0.725,0.725,1.165625,0.725,0.671875,0.784375,1.4875,0.584375,0.759375,0.68125,0.734375,8.39375,0.8125,0.75625,0.684375,1.13125,0.678125,0.75,0.765625,0.68125,0.7875,0.6375,0.778125,0.76875,0.696875,1.334375,6.234375,1.740625
0.73125,0.759375,0.721875,0.734375,0.671875,0.75625,1.3125,0.715625,0.7,2.815625,1.58125,0.5875,0.828125,0.725,0.74375,9.296875,0.825,0.73125,0.69375,1.334375,0.7375,0.709375,0.76875,0.671875,0.7375,0.590625,0.90625,0.7375,0.665625,0.8125,7.1625,5.89375
0.734375,0.75625,0.690625,0.775,0.7375,0.75,1.2625,0.796875,0.653125,0.821875,1.74375,0.65625,0.86875,0.728125,0.69375,7.665625,0.76875,0.75,0.678125,1.071875,2.684375,0.815625,0.740625,0.809375,0.7375,0.628125,1.2875,0.703125,0.678125,0.759375,6.053125,3.090625
0.75,0.753125,0.70625,0.7375,0.746875,0.79375,2.125,0.765625,0.753125,0.68125,1.746875,0.71875,0.871875,0.771875,0.753125,8.125,0.740625,0.7375,0.75625,1.4625,0.778125,0.75625,0.753125,0.80625,0.709375,0.659375,1.25,0.7125,0.7375,0.859375,5.959375,4.590625
0.715625,0.81875,1.0625,0.75,0.6625,0.7625,1.75,0.784375,0.728125,1.0625,1.728125,0.9,0.903125,0.715625,0.725,9.98125,0.778125,0.70625,0.75,1.690625,0.759375,0.753125,0.7625,0.6875,0.7625,0.596875,2.175,0.78125,1.0875,1.0875,10.425,3.790625
0.71875,0.746875,0.728125,0.746875,0.74375,0.7625,1.03125,0.790625,0.69375,0.84375,1.675,0.825,0.94375,0.696875,0.684375,10.278125,0.753125,0.740625,0.725,1.390625,0.76875,0.746875,0.715625,0.746875,2.109375,0.75625,2.446875,0.7375,1.678125,1.178125,8.034375,5.759375
0.8375,0.734375,0.959375,0.71875,0.69375,0.778125,1.0,0.759375,0.721875,0.94375,2.078125,0.903125,0.978125,0.709375,0.709375,8.509375,0.9375,0.74375,0.7125,1.3625,0.759375,0.74375,0.7625,0.715625,1.56875,0.6625,2.634375,0.734375,1.040625,1.396875,8.065625,4.734375
0.7375,0.809375,0.7125,0.75625,0.70625,0.8,0.971875,0.790625,0.678125,0.88125,2.209375,0.9375,1.03125,0.74375,0.76875,8.115625,0.7625,0.803125,0.734375,1.103125,0.765625,1.39375,0.809375,1.08125,1.128125,0.678125,4.08125,0.75,0.759375,1.0125,8.184375,8.0125
0.734375,0.778125,0.66875,0.734375,0.7125,0.76875,0.83125,0.7625,0.721875,0.734375,4.728125,0.925,1.046875,0.721875,0.759375,16.19375,0.76875,0.7375,0.771875,1.53125,0.765625,2.0875,0.73125,0.74375,1.60625,0.71875,5.275,0.75,0.73125,1.159375,7.184375,8.18125
0.74375,0.75,0.70625,0.78125,0.74375,0.7875,0.725,0.76875,0.64375,0.89375,2.784375,1.353125,1.16875,0.709375,0.75,9.234375,0.746875,0.759375,0.76875,1.996875,0.75,2.7375,0.746875,1.484375,1.678125,0.671875,4.078125,0.734375,0.765625,1.425,9.9375,16.584375
0.725,0.803125,0.70625,0.7375,0.746875,0.778125,0.975,1.115625,0.68125,1.034375,3.34375,1.38125,1.2,0.728125,0.728125,11.66875,0.840625,0.70625,0.740625,1.075,0.759375,1.921875,0.759375,0.925,1.378125,0.653125,4.690625,0.828125,0.759375,0.921875,11.646875,15.38125
0.7625,0.753125,0.68125,0.75,0.696875,0.80625,0.775,0.728125,0.696875,1.1125,1.875,1.271875,1.16875,0.753125,0.753125,12.475,0.853125,0.78125,1.728125,1.896875,0.771875,3.253125,0.771875,0.996875,2.621875,0.696875,4.1625,0.796875,0.76875,0.90625,16.590625,19.521875
0.7125,0.753125,0.69375,0.778125,0.71875,0.775,0.784375,0.7625,0.690625,2.31875,3.10625,1.26875,1.184375,0.73125,0.75625,14.921875,0.753125,0.7625,1.75625,2.275,0.76875,3.95625,0.775,2.55,3.528125,0.678125,4.934375,0.765625,0.753125,1.196875,15.234375,18.79375
0.7375,0.790625,0.753125,0.76875,1.090625,0.7875,0.75625,0.73125,0.715625,3.29375,1.959375,1.31875,1.19375,0.721875,0.7625,12.446875,0.759375,0.715625,0.7625,2.5875,0.771875,4.184375,0.775,2.421875,3.521875,0.7,4.596875,0.809375,0.71875,1.553125,11.121875,18.509375
0.75,0.78125,0.740625,0.75,0.696875,0.790625,0.771875,0.753125,0.70625,2.9375,2.2875,1.325,1.184375,0.771875,1.734375,7.54375,0.76875,0.75625,0.759375,3.153125,0.7625,6.309375,0.74375,2.103125,5.375,0.690625,6.29375,0.790625,0.725,1.759375,11.4125,22.309375
0.778125,0.81875,0.70625,0.7625,0.740625,0.765625,0.76875,0.753125,0.775,2.2125,1.8875,1.29375,1.321875,0.70625,0.9875,10.240625,0.784375,0.746875,0.73125,2.7625,0.803125,5.1,0.80625,2.309375,4.7875,0.671875,4.834375,1.025,0.7125,1.775,13.203125,19.8625
0.73125,0.7625,0.75625,0.740625,0.75,0.790625,0.78125,0.753125,0.734375,2.265625,1.95,1.3625,1.2625,0.740625,1.334375,10.034375,0.778125,0.8125,0.74375,2.98125,0.759375,4.653125,0.753125,2.046875,4.884375,0.7875,5.384375,1.128125,0.790625,1.559375,18.20625,38.928125
0.765625,0.771875,0.75,0.778125,0.73125,0.7875,0.796875,0.759375,0.76875,1.9,2.25,1.590625,1.484375,0.734375,0.875,9.3,0.825,0.725,0.753125,2.396875,0.7375,6.796875,0.76875,2.79375,7.225,0.74375,6.45,1.059375,0.8375,1.31875,14.534375,11.63125
0.7625,0.784375,0.721875,0.775,0.734375,0.74375,0.74375,0.78125,0.75,2.55,2.803125,1.496875,1.23125,0.76875,0.759375,12.096875,0.78125,0.74375,0.775,4.021875,0.78125,6.521875,0.76875,4.121875,10.40625,1.725,5.321875,1.01875,1.075,1.625,20.796875,13.425
0.759375,0.75625,0.740625,0.725,0.7125,0.771875,0.778125,0.76875,0.73125,1.934375,2.55,1.503125,1.2875,0.746875,0.821875,13.63125,0.76875,0.759375,0.746875,2.6375,0.75,6.03125,0.7375,3.59375,7.128125,0.71875,9.5125,1.528125,0.75625,1.309375,19.9375,22.128125
0.709375,0.7875,0.69375,0.76875,0.78125,0.734375,0.778125,0.75625,0.740625,2.134375,3.190625,1.934375,1.3625,0.7375,0.7625,12.890625,0.790625,0.753125,0.771875,3.915625,0.8,6.321875,0.734375,4.55,8.309375,1.2625,6.784375,0.93125,0.828125,1.196875,39.640625,30.346875
0.753125,0.746875,0.78125,0.79375,0.7,0.765625,0.784375,1.025,0.771875,4.215625,3.375,1.85625,1.303125,0.7375,0.715625,15.853125,0.753125,0.71875,0.7625,3.4125,0.8375,6.403125,0.746875,3.48125,10.325,1.646875,8.28125,0.778125,0.771875,2.45,17.071875,20.0875
0.778125,0.73125,0.71875,0.759375,0.725,0.796875,0.778125,0.74375,0.721875,3.209375,3.896875,1.8,1.246875,0.765625,0.7375,17.6875,0.821875,0.75,0.834375,3.940625,0.81875,7.665625,0.753125,4.596875,11.340625,3.765625,8.625,0.746875,0.778125,2.33125,40.5375,23.29375
0.734375,0.7125,0.75625,0.759375,0.728125,0.76875,0.78125,1.0625,0.75,1.896875,4.54375,1.85,1.271875,0.7375,0.740625,14.11875,0.778125,0.759375,0.890625,4.40625,1.4375,8.421875,0.7625,4.50625,8.19375,3.73125,9.009375,0.834375,0.91875,2.86875,37.778125,41.290625
0.74375,0.734375,0.79375,0.759375,0.74375,0.746875,0.765625,0.79375,0.771875,2.096875,4.065625,2.03125,1.4875,0.73125,0.7375,19.009375,0.865625,0.79375,0.771875,4.009375,0.896875,7.2375,0.8,3.996875,11.2,2.075,9.88125,0.778125,1.04375,3.815625,23.3,27.190625
0.771875,0.775,0.821875,0.7375,0.7625,0.753125,0.8,0.7875,0.75625,1.96875,6.10625,1.69375,1.290625,0.71875,0.765625,13.415625,0.821875,0.76875,0.7375,4.903125,0.809375,8.078125,0.75625,3.959375,11.16875,2.415625,10.440625,0.928125,2.453125,3.234375,42.05625,21.875
0.7375,0.753125,0.953125,0.775,0.753125,0.784375,0.759375,0.890625,0.73125,2.134375,5.1375,1.86875,1.59375,0.70625,0.8125,14.421875,0.79375,0.75,0.975,4.646875,0.7625,8.125,0.7875,6.0875,11.75625,3.09375,8.484375,0.8125,0.75625,3.459375,26.1125,23.9875
0.7125,0.765625,0.75625,0.765625,0.740625,0.765625,0.79375,4.109375,0.765625,1.7625,2.4125,1.778125,1.825,0.7375,0.765625,17.253125,0.796875,0.790625,0.753125,5.7625,5.23125,7.55625,0.790625,6.05,20.65,6.2375,8.378125,1.784375,0.765625,4.76875,21.26875,21.928125
0.715625,0.75,0.7625,0.775,0.725,0.7625,0.759375,0.928125,0.71875,1.99375,3.803125,2.171875,1.459375,0.765625,0.7375,14.728125,0.79375,0.771875,0.7375,6.375,0.825,12.934375,1.059375,7.203125,23.01875,4.49375,13.025,1.134375,1.146875,7.140625,23.4125,30.1375
0.7875,0.753125,0.734375,0.771875,0.740625,0.7875,0.78125,2.2125,0.7375,1.790625,3.284375,1.9875,1.521875,0.75625,0.765625,17.5125,0.84375,0.76875,0.815625,5.3875,0.784375,8.775,1.0125,8.6875,21.328125,3.45,12.115625,1.54375,0.85,6.596875,30.09375,22.840625
0.753125,0.778125,0.74375,0.784375,0.759375,0.790625,0.75,0.7625,0.75625,2.215625,4.834375,2.459375,1.471875,0.753125,0.7875,11.8125,0.85625,0.759375,0.728125,5.0375,0.840625,11.159375,0.771875,9.6625,19.88125,3.075,11.2875,0.9625,2.83125,7.15,35.85625,23.3375
0.734375,0.7375,0.740625,0.775,0.771875,0.796875,0.7875,1.0625,0.721875,2.1375,4.103125,2.196875,1.7375,0.721875,0.725,17.140625,0.796875,0.8,0.846875,5.2875,1.115625,11.253125,1.675,11.253125,26.86875,4.75625,12.240625,1.628125,7.084375,7.584375,49.06875,21.5125
0.725,0.76875,0.81875,0.75625,0.7625,0.7625,0.8375,0.765625,0.721875,2.28125,4.078125,2.075,1.83125,0.73125,0.74375,14.8375,0.859375,0.746875,0.75625,7.19375,1.165625,11.053125,0.846875,10.85625,13.965625,8.64375,11.4375,1.54375,3.828125,6.16875,39.528125,39.475
0.7625,0.771875,0.740625,0.7875,0.74375,0.7875,0.74375,3.25625,0.753125,2.4875,4.325,2.7625,2.2375,0.74375,0.75625,14.31875,0.825,0.75,1.434375,7.528125,2.65625,10.775,0.76875,11.09375,20.95625,4.896875,15.359375,1.89375,4.521875,7.946875,21.89375,26.953125
0.7375,0.74375,0.7125,0.784375,0.771875,0.75625,0.8375,2.821875,0.7875,2.565625,5.453125,2.371875,1.790625,0.7375,0.76875,14.728125,0.91875,0.759375,1.928125,6.696875,4.121875,18.078125,0.7875,11.840625,22.7625,10.0625,14.465625,1.884375,5.0125,8.11875,24.00625,22.53125
0.79375,0.775,0.784375,0.75,0.7625,0.784375,0.8,0.984375,0.721875,2.71875,4.6875,2.628125,2.490625,0.71875,0.771875,16.315625,0.8375,0.725,1.6125,17.503125,4.2875,21.21875,0.778125,11.709375,22.490625,5.0125,16.715625,1.703125,6.95,9.73125,50.61875,23.24375
0.7625,0.803125,0.740625,0.765625,0.76875,0.76875,0.821875,0.775,0.75625,2.596875,4.40625,2.55625,4.1,0.740625,0.753125,13.275,0.903125,0.746875,1.459375,9.865625,7.990625,12.871875,0.828125,12.54375,20.803125,7.034375,23.44375,0.88125,5.4875,9.95,39.965625,37.8625
0.8,0.778125,0.759375,0.759375,0.79375,0.8125,0.765625,0.8,0.74375,2.528125,6.0875,3.29375,2.003125,0.76875,0.790625,14.14375,0.884375,0.753125,0.99375,11.059375,7.328125,11.9875,0.81875,11.46875,20.40625,5.49375,20.89375,1.078125,4.825,11.465625,35.728125,30.73125
0.734375,0.74375,0.790625,0.765625,0.76875,0.778125,0.753125,0.7875,0.771875,3.475,4.365625,2.709375,2.1125,0.778125,0.771875,17.10625,0.85,0.74375,0.7875,10.9875,7.640625,11.521875,0.8,12.15,21.071875,8.76875,16.884375,1.346875,6.175,8.2625,45.39375,46.171875
0.740625,0.715625,0.746875,0.784375,0.725,0.765625,0.784375,0.74375,0.73125,3.0125,3.503125,2.475,2.234375,0.765625,0.746875,11.215625,0.88125,1.1125,1.20625,10.06875,6.80625,21.08125,1.15,11.6625,20.196875,9.3,21.028125,2.50625,6.903125,7.878125,23.75,36.4125
0.75,0.709375,0.7375,0.753125,0.740625,0.775,0.803125,0.921875,0.725,2.765625,3.44375,2.440625,2.434375,0.74375,0.75625,17.315625,0.909375,0.925,0.825,17.415625,9.1875,19.725,0.825,13.03125,20.75625,6.4,16.80625,0.9625,9.15625,7.665625,46.7375,51.296875
0.7375,0.778125,0.703125,0.8375,0.76875,0.759375,0.759375,0.765625,0.78125,2.2125,3.984375,2.8125,4.71875,2.86875,0.771875,12.140625,0.878125,1.74375,0.803125,16.065625,14.6875,19.134375,1.3625,13.7375,20.034375,8.3125,18.4625,2.209375,9.5125,6.521875,23.109375,35.328125
0.765625,0.76875,0.721875,0.840625,0.81875,0.896875,0.76875,0.771875,0.715625,2.896875,4.890625,2.34375,3.45,1.26875,0.753125,14.06875,0.934375,1.31875,1.5125,16.78125,17.4125,11.1625,1.065625,12.528125,32.090625,7.153125,19.29375,2.08125,12.7125,10.8875,20.271875,37.25625
0.74375,0.76875,0.7625,0.746875,0.784375,0.790625,0.74375,0.74375,0.728125,2.3125,4.45,2.321875,4.296875,3.65,0.76875,18.609375,0.9125,3.45625,0.771875,19.403125,14.7875,18.0625,2.321875,13.14375,20.221875,11.753125,19.1875,2.259375,11.709375,11.25625,47.428125,49.86875
0.74375,0.75625,0.765625,0.790625,0.76875,0.803125,0.796875,0.765625,0.75625,2.646875,4.68125,2.3,4.90625,5.734375,0.740625,15.375,0.94375,0.915625,1.39375,21.7375,14.35625,12.971875,1.3625,16.896875,21.259375,11.875,20.046875,2.459375,20.321875,16.584375,48.390625,46.7375
0.81875,0.71875,0.75,0.778125,0.75,0.753125,0.765625,0.7625,0.71875,2.671875,4.75625,3.609375,3.9625,6.046875,0.759375,11.6875,0.875,1.13125,0.990625,18.3,19.51875,15.2,2.509375,11.95625,20.703125,9.528125,22.434375,3.090625,20.4,7.475,50.946875,53.796875
0.746875,0.75625,0.7375,0.8125,0.765625,0.76875,0.78125,0.75625,0.740625,4.125,4.090625,2.61875,3.5625,1.6125,0.79375,10.153125,0.878125,4.590625,0.915625,15.721875,16.190625,13.253125,2.3,13.415625,20.596875,11.2,18.95,3.403125,14.10625,11.790625,44.6625,56.584375
0.7375,0.7625,0.71875,0.809375,0.75625,0.75,0.74375,0.740625,0.753125,3.096875,6.51875,2.696875,5.803125,0.88125,0.75,11.21875,0.928125,2.1875,3.365625,18.5,20.05,21.5125,3.00625,14.33125,21.246875,10.31875,20.2125,3.809375,15.221875,9.203125,42.634375,42.128125
0.7875,0.790625,0.74375,0.775,0.721875,0.759375,0.775,0.809375,0.775,2.26875,5.365625,2.971875,4.015625,0.721875,0.771875,14.778125,1.065625,2.3375,2.625,19.203125,18.146875,20.309375,7.884375,12.678125,19.484375,11.575,15.028125,4.8125,11.709375,13.759375,39.24375,58.184375
0.721875,0.765625,0.78125,0.771875,0.79375,0.80625,0.75,0.8,0.796875,2.53125,6.16875,3.075,3.50625,0.896875,0.7875,13.74375,3.025,2.690625,5.909375,15.721875,21.496875,18.896875,6.721875,18.65625,18.171875,13.378125,20.371875,3.271875,13.903125,12.64375,47.784375,50.40625
0.75625,0.725,0.73125,0.80625,0.790625,0.7875,0.803125,0.7875,0.853125,2.434375,4.528125,3.384375,4.215625,0.725,0.7375,13.946875,3.975,4.00625,4.490625,14.096875,15.709375,12.753125,6.321875,14.434375,20.23125,24.690625,23.89375,3.209375,22.740625,17.296875,45.7875,41.871875
0.76875,0.734375,0.790625,0.759375,0.775,0.775,0.78125,0.746875,0.86875,3.28125,4.109375,3.034375,5.121875,1.175,0.80625,15.3625,3.578125,4.65625,5.584375,18.825,16.11875,20.021875,4.503125,18.040625,24.146875,9.946875,15.71875,3.4,18.9125,10.496875,42.76875,49.60625
0.7625,0.753125,0.765625,0.8,0.79375,0.75625,0.79375,0.775,0.86875,3.190625,4.265625,3.1625,5.7875,0.703125,0.825,17.34375,0.990625,4.890625,6.85625,19.44375,18.009375,18.096875,5.428125,17.965625,21.840625,9.95625,13.884375,3.603125,17.628125,10.603125,44.00625,53.325
0.76875,0.74375,0.753125,0.775,0.7625,0.796875,0.778125,0.8,0.884375,2.65625,5.0,2.7125,4.603125,0.74375,0.753125,14.903125,0.95625,5.515625,8.54375,17.7125,17.684375,13.940625,7.1875,22.671875,22.05,10.559375,21.309375,4.3875,15.165625,16.925,49.890625,54.80625
0.734375,0.79375,0.734375,0.790625,0.759375,0.75625,0.821875,0.8125,1.05625,2.30625,5.51875,3.0375,3.828125,0.753125,0.740625,12.978125,0.91875,5.275,5.434375,18.003125,20.859375,21.90625,6.628125,17.1375,20.990625,10.990625,27.3,4.665625,18.321875,15.871875,46.015625,51.69375
