y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31
0.7375,0.75,0.7625,0.78125,0.765625,0.746875,0.796875,0.8,0.9,2.184375,4.359375,3.48125,4.440625,0.775,0.765625,15.753125,0.890625,6.453125,5.359375,18.90625,16.41875,22.665625,7.409375,19.690625,19.515625,17.98125,18.628125,4.109375,16.8375,21.171875,44.890625,59.496875
0.7375,0.778125,0.775,0.80625,0.765625,0.76875,0.8125,0.73125,0.95625,4.046875,3.8125,3.2125,6.35,0.715625,0.746875,12.16875,0.94375,8.68125,7.35,21.50625,18.6375,18.290625,8.34375,20.971875,32.71875,21.25,21.821875,5.440625,19.665625,11.96875,42.6875,53.95
0.765625,0.7625,0.759375,0.8,0.784375,0.771875,0.8,0.8,0.91875,2.296875,4.746875,3.528125,5.4875,0.796875,0.75,13.309375,0.95625,8.3625,8.646875,22.221875,19.015625,18.953125,12.2125,18.203125,21.578125,19.878125,23.1,4.4625,18.846875,41.115625,48.79375,56.48125
0.71875,0.784375,0.765625,0.76875,0.79375,0.765625,0.79375,0.784375,0.93125,2.565625,5.83125,3.3,7.796875,3.484375,0.7625,11.828125,1.046875,11.228125,8.36875,14.421875,19.715625,18.3125,7.834375,18.253125,23.21875,17.790625,20.21875,7.246875,36.66875,16.0625,47.003125,59.221875
0.740625,0.775,0.73125,0.790625,0.753125,0.7875,0.78125,0.790625,0.940625,2.609375,3.625,3.353125,6.096875,0.7625,0.771875,13.55,0.890625,10.80625,8.525,17.425,18.46875,21.725,7.834375,20.175,21.175,11.584375,21.1875,9.5625,21.553125,18.36875,42.69375,56.01875
0.759375,0.759375,0.74375,0.78125,0.79375,0.759375,0.753125,0.771875,1.04375,3.240625,3.559375,3.821875,4.25625,0.709375,0.765625,12.490625,3.88125,12.0375,9.434375,17.365625,18.425,20.61875,8.434375,20.9375,23.871875,25.35625,23.246875,7.05625,21.478125,19.525,49.065625,59.734375
0.8,0.784375,0.771875,0.778125,0.78125,0.796875,0.778125,0.775,0.965625,2.871875,4.64375,3.371875,4.996875,0.765625,0.753125,8.571875,1.115625,10.575,11.846875,18.715625,18.9,19.884375,16.55625,19.446875,21.4625,42.384375,41.54375,7.271875,20.496875,20.8,42.915625,52.8875
0.7625,0.809375,0.76875,0.778125,0.765625,0.784375,0.765625,0.796875,0.934375,2.78125,4.509375,3.65,7.68125,0.746875,0.775,13.54375,1.13125,17.325,11.503125,17.9625,21.159375,16.696875,15.78125,19.65,22.578125,16.3125,23.575,16.76875,33.640625,18.21875,53.89375,56.696875
0.759375,0.778125,0.8,0.803125,0.778125,0.7875,0.759375,0.79375,1.0125,2.4375,5.315625,2.984375,6.275,0.73125,0.78125,9.44375,1.0,13.653125,10.575,17.975,17.809375,17.23125,8.35625,18.753125,19.215625,22.321875,25.459375,11.571875,41.309375,31.290625,49.840625,56.271875
0.7375,0.815625,0.73125,0.778125,0.790625,0.815625,0.8,0.79375,1.071875,2.55625,3.440625,3.03125,7.125,0.709375,0.8,12.340625,1.053125,15.35625,9.4375,18.4875,21.0,19.759375,11.478125,20.440625,21.84375,19.796875,30.428125,10.334375,41.425,19.21875,47.034375,59.628125
0.7125,0.74375,0.75625,0.80625,0.790625,0.7875,0.8,0.790625,1.0875,2.540625,3.871875,2.978125,5.865625,0.778125,0.796875,13.521875,1.0125,19.040625,11.49375,20.496875,21.040625,20.078125,12.284375,21.378125,20.825,22.19375,43.978125,18.45,32.06875,27.9625,49.83125,61.878125
0.771875,0.809375,0.740625,0.784375,0.775,0.78125,0.7625,0.7625,1.4625,2.26875,3.2125,3.534375,7.271875,1.890625,0.796875,11.184375,1.23125,19.15,11.15625,17.7375,19.35625,18.290625,15.38125,23.565625,21.840625,20.146875,49.315625,19.634375,29.11875,16.21875,45.303125,64.503125
0.740625,0.73125,0.759375,0.784375,0.809375,0.8125,0.8,0.821875,1.528125,2.475,3.675,3.403125,5.953125,1.509375,0.834375,9.384375,1.2375,11.146875,11.08125,19.684375,19.83125,20.35,11.678125,21.609375,21.28125,14.69375,23.0875,17.0,40.7125,25.64375,46.721875,58.59375
0.76875,0.775,0.753125,0.80625,0.85625,0.7625,0.809375,0.775,1.28125,3.26875,3.78125,3.7875,7.49375,1.496875,0.790625,10.70625,1.7125,13.384375,12.778125,18.809375,20.096875,20.45,16.575,21.303125,40.796875,30.91875,27.35,16.95,19.5625,48.15,48.30625,59.046875
0.734375,0.78125,0.765625,0.78125,0.79375,0.746875,0.76875,0.771875,1.146875,3.221875,2.4,4.178125,6.13125,2.0125,0.765625,10.521875,1.775,18.04375,11.121875,18.846875,20.94375,20.11875,13.98125,20.403125,22.15,12.971875,21.875,15.70625,38.06875,21.653125,49.359375,63.21875
0.728125,0.778125,0.8,0.775,0.809375,0.78125,0.796875,0.759375,1.15,2.484375,3.00625,4.359375,7.946875,1.853125,0.78125,12.228125,3.55625,17.584375,9.75625,20.434375,20.25,19.38125,12.9875,21.16875,21.18125,9.29375,25.803125,20.140625,22.21875,25.61875,39.48125,63.04375
0.715625,0.784375,0.7375,0.859375,0.784375,0.83125,0.76875,0.8125,1.2875,2.19375,3.25625,4.796875,6.359375,3.896875,0.828125,12.109375,5.3375,18.134375,12.53125,19.075,19.003125,20.68125,19.846875,21.821875,22.334375,10.715625,29.6,19.940625,40.80625,23.8375,51.0375,56.259375
0.715625,0.78125,0.7625,0.775,0.75625,0.76875,0.76875,0.825,5.121875,2.75,3.2875,4.11875,6.484375,3.9375,0.778125,11.55,4.58125,20.409375,11.05625,20.653125,20.053125,21.45,17.803125,23.434375,22.41875,40.421875,36.51875,26.8,20.078125,21.603125,50.2125,56.328125
0.709375,0.796875,0.771875,0.771875,0.8125,0.784375,0.7875,0.784375,1.65,3.19375,3.178125,3.528125,6.815625,1.853125,0.8625,11.809375,5.625,18.871875,12.184375,19.51875,18.884375,20.140625,19.909375,23.159375,24.165625,24.75625,22.9,46.2625,25.709375,12.31875,41.221875,59.178125
0.721875,0.79375,0.740625,0.784375,0.746875,0.759375,0.75625,0.821875,1.284375,2.465625,3.665625,4.61875,6.509375,5.3625,0.80625,14.34375,6.125,21.1,17.90625,21.41875,20.6625,21.796875,18.68125,24.078125,21.225,19.734375,38.590625,20.040625,41.9625,19.640625,48.115625,61.271875
0.76875,0.753125,0.76875,0.815625,0.740625,0.790625,0.7625,0.79375,1.10625,2.521875,2.9875,5.0625,6.590625,5.93125,0.834375,14.934375,12.24375,21.309375,10.66875,15.665625,19.178125,21.80625,18.63125,22.9875,24.55625,13.284375,20.06875,24.234375,49.4875,22.940625,43.4125,62.078125
0.75625,0.728125,0.771875,0.825,0.784375,0.771875,0.796875,0.778125,1.1125,2.85625,2.490625,4.021875,8.0375,4.10625,0.8125,15.25625,12.14375,19.34375,17.715625,20.0125,20.465625,17.421875,17.2,20.753125,25.09375,20.940625,44.8625,19.553125,33.73125,29.684375,45.30625,57.565625
0.759375,0.775,0.775,0.775,0.784375,0.821875,0.76875,0.853125,1.115625,2.875,2.70625,4.990625,5.86875,4.846875,0.825,12.10625,12.703125,19.13125,12.996875,19.784375,20.975,20.83125,18.628125,21.659375,22.653125,20.3125,28.034375,24.990625,39.75,21.3875,47.875,60.453125
0.75,0.75,0.753125,0.81875,0.753125,0.771875,0.790625,0.7875,1.0625,2.503125,2.3125,4.590625,6.15,4.43125,1.31875,10.534375,11.2875,17.4875,12.553125,17.796875,20.459375,23.203125,18.859375,16.315625,24.03125,22.384375,21.009375,48.215625,26.75,30.53125,51.153125,61.525
0.696875,0.771875,0.7625,0.771875,0.79375,0.75625,0.8,0.74375,1.146875,2.2625,4.203125,4.015625,6.109375,4.171875,0.98125,15.565625,8.959375,18.1625,15.684375,20.04375,18.45,19.1625,18.80625,21.80625,22.125,22.1125,33.878125,33.996875,46.378125,20.328125,49.384375,62.19375
0.784375,0.771875,0.74375,0.78125,0.8,0.8375,0.809375,0.759375,1.05625,2.778125,3.51875,4.5875,6.15,3.971875,2.165625,11.728125,8.0125,20.215625,21.559375,20.271875,18.384375,24.1375,21.534375,21.303125,23.78125,20.41875,25.375,39.909375,43.775,37.528125,43.2375,57.95
0.734375,0.778125,0.75625,0.759375,0.76875,0.790625,0.771875,0.8125,1.159375,2.640625,4.221875,4.828125,6.753125,6.571875,2.56875,17.1,11.821875,19.015625,21.725,20.2,21.96875,22.090625,20.640625,21.096875,25.20625,18.971875,26.309375,39.6875,40.33125,29.71875,49.74375,57.146875
0.753125,0.7625,0.775,0.809375,0.81875,0.75625,0.784375,0.765625,2.478125,3.2625,4.58125,4.015625,6.603125,8.790625,2.484375,10.946875,10.634375,21.30625,13.49375,21.8375,20.325,20.478125,21.74375,22.890625,22.15625,22.109375,25.41875,45.640625,44.71875,25.903125,47.878125,54.7375
0.709375,0.75625,0.75,0.75,0.796875,0.790625,0.775,0.734375,1.1625,3.325,3.33125,4.478125,6.7625,6.296875,1.934375,11.64375,11.290625,18.88125,19.528125,21.1375,20.678125,20.175,22.171875,23.09375,24.4,36.23125,27.834375,19.853125,51.5,31.803125,48.1625,58.709375
0.725,0.7625,0.771875,0.834375,0.809375,0.775,0.809375,0.790625,1.25625,2.9,4.375,4.703125,6.965625,6.1,1.940625,11.75,12.065625,20.259375,15.646875,20.13125,19.346875,19.096875,19.4625,22.765625,23.70625,20.309375,40.496875,21.728125,28.103125,31.609375,40.246875,62.103125
0.7625,0.759375,0.778125,0.7875,0.76875,0.771875,0.775,0.76875,1.1,3.396875,3.95,4.58125,6.878125,9.24375,1.715625,21.075,8.18125,18.725,18.28125,20.534375,20.18125,21.984375,21.553125,25.803125,23.25,26.7875,40.815625,24.909375,46.1875,48.79375,49.09375,61.8875
0.709375,0.809375,0.765625,0.840625,0.7875,0.765625,0.803125,0.76875,1.028125,2.953125,3.909375,4.89375,8.746875,6.665625,3.275,12.978125,7.325,19.546875,14.371875,19.896875,20.921875,21.434375,25.06875,20.921875,21.475,18.146875,33.7375,42.2625,51.3625,26.184375,49.284375,58.421875
0.71875,0.796875,0.7875,0.84375,0.81875,0.775,0.815625,0.759375,1.078125,3.590625,3.934375,4.240625,10.071875,7.0,4.728125,10.865625,7.88125,20.55,14.50625,21.275,20.1875,20.790625,19.971875,22.396875,39.075,27.6125,43.1,41.75,28.953125,24.525,45.45625,62.221875
0.740625,0.78125,0.753125,0.79375,0.81875,0.753125,0.825,0.775,1.53125,3.371875,3.14375,5.728125,7.1625,6.690625,4.9625,14.04375,7.859375,19.21875,18.41875,21.215625,21.69375,18.7625,18.81875,24.090625,22.5875,20.75,39.134375,46.9375,44.0875,15.94375,49.821875,58.75625
0.759375,0.765625,0.759375,0.79375,0.76875,0.796875,0.8,0.778125,1.459375,3.184375,3.21875,5.021875,7.04375,10.165625,5.81875,13.93125,6.515625,20.9125,20.65625,20.725,19.784375,20.334375,23.2,22.05625,24.021875,24.309375,28.184375,44.0125,50.28125,33.43125,52.815625,57.240625
0.8,0.734375,0.753125,0.775,0.746875,0.771875,0.778125,0.76875,1.36875,3.14375,4.059375,5.13125,7.54375,6.259375,7.521875,17.7625,12.65,19.309375,19.5375,21.278125,19.990625,20.98125,20.375,23.04375,23.515625,17.890625,21.875,35.15625,49.159375,30.884375,46.734375,57.7625
0.715625,0.715625,0.80625,0.778125,0.78125,0.821875,0.803125,0.790625,1.1625,4.24375,3.265625,4.571875,6.990625,6.515625,5.6625,17.9875,10.778125,20.615625,20.484375,20.590625,20.815625,21.7625,19.121875,24.15,23.065625,38.715625,47.315625,46.49375,54.24375,39.028125,45.775,54.83125
0.7875,0.74375,0.765625,0.7875,0.821875,0.81875,0.765625,0.73125,1.321875,3.678125,2.996875,6.53125,8.078125,7.375,7.375,15.50625,11.853125,19.65625,17.253125,20.21875,20.628125,21.29375,22.11875,24.2375,23.278125,39.4625,41.50625,48.85,49.846875,37.796875,47.434375,54.9625
0.75625,0.734375,0.7625,0.79375,0.79375,0.8,0.83125,0.784375,2.00625,3.546875,4.028125,4.60625,7.903125,6.1875,7.0375,17.38125,13.6875,19.775,17.1625,21.540625,19.1375,20.53125,20.009375,21.4125,24.521875,20.115625,42.5,49.046875,48.553125,46.8625,48.178125,58.596875
0.75,0.775,0.7625,0.78125,0.790625,1.021875,0.778125,0.75625,2.065625,3.221875,3.403125,4.128125,7.696875,5.715625,6.315625,14.846875,12.140625,19.071875,22.415625,21.125,19.571875,20.809375,21.75625,23.24375,24.215625,14.56875,43.99375,44.146875,49.328125,45.328125,49.159375,53.46875
0.734375,0.759375,0.740625,0.809375,0.815625,0.80625,0.771875,0.803125,3.028125,3.753125,2.8625,5.034375,9.40625,6.684375,7.44375,15.328125,15.809375,19.453125,20.48125,20.3875,18.590625,20.171875,20.690625,23.359375,24.034375,18.978125,45.96875,44.4125,53.6875,48.459375,52.08125,46.9625
0.765625,0.7625,0.78125,0.953125,0.809375,7.9875,0.784375,0.8,1.803125,3.484375,4.26875,4.475,7.5625,4.825,8.471875,18.45625,11.590625,20.78125,20.34375,20.153125,22.625,21.165625,21.990625,23.84375,22.28125,21.13125,45.9875,53.840625,49.925,50.1625,53.975,58.3375
0.709375,0.8,0.746875,0.865625,0.79375,0.78125,0.821875,0.784375,1.315625,3.409375,3.34375,4.796875,7.9375,7.45625,7.159375,17.890625,8.565625,20.853125,18.253125,19.703125,22.13125,21.246875,22.2125,22.8875,27.228125,21.496875,45.528125,56.371875,47.503125,37.903125,46.740625,58.4
0.7375,0.765625,0.746875,0.865625,0.775,0.80625,0.81875,0.790625,2.73125,3.784375,3.284375,5.934375,10.065625,6.265625,7.3625,18.603125,18.271875,18.659375,20.496875,19.478125,20.384375,20.571875,20.65625,23.16875,25.190625,42.70625,47.56875,53.534375,49.859375,46.79375,49.50625,59.05625
0.7375,0.70625,0.784375,0.846875,0.815625,0.8,0.746875,0.859375,1.50625,3.61875,2.784375,6.684375,7.321875,8.365625,7.8125,11.496875,34.39375,19.125,20.10625,20.675,20.553125,21.58125,21.8,24.965625,22.78125,42.775,47.740625,47.9,50.4875,48.478125,49.096875,58.2375
0.709375,0.78125,0.796875,0.984375,0.8,0.784375,0.775,0.784375,2.0875,3.98125,3.553125,5.615625,7.7625,9.859375,15.071875,15.25625,20.8875,21.015625,19.159375,20.06875,19.859375,24.565625,22.228125,23.48125,42.7875,14.275,45.809375,44.1125,44.66875,42.203125,48.06875,61.33125
0.734375,0.81875,0.740625,0.821875,0.815625,0.775,0.784375,0.83125,1.65,3.31875,3.603125,5.740625,8.428125,8.1375,10.690625,11.4375,10.653125,20.23125,20.475,20.521875,19.559375,19.565625,22.5125,22.96875,40.39375,20.91875,43.44375,50.015625,42.975,48.621875,48.80625,59.68125
0.75,0.815625,0.8125,0.85,0.8125,0.79375,0.784375,0.825,1.95,4.55625,3.309375,5.325,7.89375,8.540625,11.2875,12.01875,20.490625,20.78125,22.61875,21.3875,20.853125,21.459375,21.375,23.834375,23.078125,48.96875,42.915625,49.540625,48.471875,47.646875,52.18125,57.1625
0.80625,0.7375,0.75625,0.8125,0.803125,0.809375,0.803125,0.8125,1.275,4.328125,4.746875,5.625,8.46875,9.075,12.584375,11.71875,21.75625,19.96875,21.315625,19.6375,18.2375,20.365625,22.06875,26.01875,42.309375,21.565625,46.64375,48.546875,45.75625,43.565625,51.609375,56.690625
0.721875,0.746875,0.7375,0.8125,0.8,0.79375,0.790625,0.765625,1.4375,3.94375,3.09375,5.475,8.546875,13.1625,10.646875,10.35625,12.603125,20.03125,18.98125,20.625,16.1625,19.96875,24.690625,23.94375,26.025,20.05625,42.50625,47.146875,28.00625,48.925,50.465625,60.703125
0.75,0.771875,0.7375,0.85625,0.840625,0.81875,0.828125,0.775,1.496875,3.921875,3.634375,5.465625,8.74375,7.94375,11.878125,11.16875,11.790625,19.2875,19.7875,21.565625,20.465625,20.353125,21.8375,23.659375,25.459375,20.346875,44.484375,51.68125,40.271875,46.309375,49.496875,56.959375
0.753125,0.709375,0.7625,0.853125,0.84375,0.828125,0.7875,0.7625,1.2625,4.025,4.696875,5.671875,8.946875,11.515625,11.140625,11.546875,14.71875,19.884375,21.090625,20.234375,19.35,20.678125,21.296875,23.39375,26.390625,21.9625,47.05625,46.471875,47.971875,50.4125,51.05,55.096875
0.715625,0.815625,0.7375,0.890625,0.803125,0.809375,0.778125,0.790625,1.284375,3.009375,4.99375,9.953125,7.80625,7.190625,15.590625,16.978125,17.596875,20.75625,23.584375,20.240625,19.5875,20.890625,23.346875,23.375,41.375,37.178125,43.971875,44.225,53.91875,46.25,51.053125,57.296875
0.7375,0.7625,0.784375,1.021875,4.38125,0.8375,0.75625,0.784375,1.259375,3.20625,4.121875,6.134375,8.740625,8.415625,17.475,15.48125,13.284375,19.775,21.475,19.31875,20.10625,21.41875,21.81875,25.296875,25.496875,47.421875,42.678125,49.475,51.95,46.959375,55.109375,49.009375
0.715625,0.7875,0.771875,0.940625,0.771875,0.81875,0.75,0.796875,2.084375,3.56875,4.99375,5.875,9.484375,9.25625,14.240625,17.0625,20.83125,20.0375,19.146875,21.715625,20.4125,20.775,23.440625,22.14375,26.34375,48.303125,37.659375,49.309375,53.834375,52.759375,50.475,59.834375
0.73125,0.759375,0.715625,0.871875,0.76875,0.803125,0.76875,0.75,1.3375,3.78125,5.16875,6.209375,8.965625,8.715625,13.171875,12.740625,18.10625,20.484375,18.74375,18.878125,22.353125,19.9625,22.1625,22.125,25.746875,39.721875,41.325,44.19375,45.971875,50.8375,52.725,60.775
0.74375,0.790625,0.721875,0.86875,0.80625,0.828125,0.7875,0.81875,1.7125,3.434375,5.5,7.11875,9.29375,8.503125,14.0,16.121875,19.4,19.24375,21.0375,20.146875,20.0375,20.175,21.91875,22.165625,24.35,53.521875,46.73125,48.4375,47.646875,56.03125,48.46875,56.909375
0.75625,0.81875,0.79375,0.84375,0.8,0.821875,0.809375,0.759375,2.528125,3.390625,6.953125,8.31875,9.44375,8.40625,19.44375,15.51875,16.471875,20.44375,20.45625,20.4125,20.78125,22.290625,22.9,22.59375,24.16875,46.821875,44.559375,50.16875,46.59375,53.934375,64.1,58.5875
0.753125,0.734375,0.765625,0.90625,0.771875,0.80625,0.78125,0.775,2.403125,3.35625,5.6,9.553125,9.85,7.859375,13.61875,17.10625,19.234375,20.721875,21.065625,20.575,24.09375,20.2375,22.71875,23.690625,27.14375,43.99375,43.040625,49.378125,49.246875,50.08125,51.915625,60.16875
0.71875,0.759375,0.746875,0.890625,0.834375,0.834375,0.75625,0.75625,2.35,3.353125,6.375,7.175,8.29375,10.68125,18.896875,15.5,18.28125,19.9625,21.96875,21.03125,21.1875,21.678125,21.946875,22.6125,24.484375,27.203125,44.209375,46.71875,50.240625,56.9375,53.915625,58.003125
0.71875,0.8,0.746875,0.890625,0.821875,0.809375,0.775,0.740625,1.76875,2.85,4.234375,12.8375,10.028125,8.6,14.553125,14.71875,18.146875,20.859375,20.196875,21.70625,22.903125,21.68125,21.38125,24.7125,24.459375,45.803125,40.228125,46.1875,48.65,60.175,52.46875,63.2375
0.696875,0.765625,0.75625,0.925,0.81875,0.828125,0.765625,0.759375,1.9625,3.121875,5.29375,11.23125,10.7125,9.465625,19.634375,10.434375,20.359375,20.1375,19.059375,20.55,21.35625,22.221875,22.1125,23.934375,31.771875,20.625,48.65625,48.2125,48.340625,54.63125,58.353125,61.115625
