y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25
0.725,0.75625,0.759375,0.7625,0.81875,0.821875,0.728125,0.796875,0.76875,5.71875,0.771875,8.20625,18.6625,18.828125,19.409375,20.6,20.190625,23.671875,19.5625,17.23125,20.478125,18.109375,20.821875,21.46875,39.18125,39.0
0.753125,0.753125,0.75625,0.778125,0.75,0.809375,0.725,0.78125,0.784375,5.215625,0.771875,8.546875,11.109375,20.4875,19.596875,19.934375,19.53125,19.790625,25.3375,18.95625,38.16875,22.30625,22.434375,21.39375,48.771875,43.825
0.765625,0.74375,0.75625,0.796875,0.759375,0.825,0.7625,0.8,0.8125,7.321875,0.790625,7.28125,17.38125,18.1875,18.5375,20.0875,20.775,22.15,23.74375,20.896875,20.3625,22.215625,20.878125,21.875,48.7625,50.71875
0.75625,0.7875,0.753125,0.809375,0.79375,0.83125,0.725,0.76875,0.8,5.7125,0.790625,9.296875,17.375,21.15625,19.246875,19.4875,22.14375,22.825,22.859375,20.528125,20.83125,21.79375,25.08125,37.34375,40.140625,45.675
0.80625,0.790625,0.7375,0.771875,0.765625,0.809375,0.734375,0.7625,0.803125,5.4125,0.865625,10.575,19.04375,18.121875,21.571875,19.865625,19.271875,22.140625,24.084375,16.30625,20.675,22.3875,23.078125,63.39375,47.609375,46.740625
0.76875,0.74375,0.746875,0.790625,0.775,0.803125,0.771875,0.784375,0.821875,7.34375,0.74375,10.2375,17.575,21.565625,17.665625,19.3,19.971875,21.90625,22.68125,27.271875,19.871875,22.05,23.3875,23.865625,46.353125,53.190625
0.846875,0.74375,0.78125,0.796875,0.74375,0.840625,0.803125,0.753125,0.803125,5.9125,0.8125,9.109375,19.31875,19.246875,19.346875,20.10625,22.7875,20.2875,25.1875,19.51875,20.11875,22.1125,23.809375,20.64375,21.909375,41.653125
0.740625,0.759375,0.815625,0.78125,0.7375,0.8125,0.821875,0.775,0.759375,5.525,0.7875,12.534375,17.784375,20.95625,20.378125,23.53125,21.66875,22.5375,23.50625,20.690625,21.225,22.303125,23.75625,36.5375,29.875,46.00625
0.771875,0.796875,0.80625,0.79375,0.771875,0.7875,0.740625,0.7625,0.80625,6.1125,0.89375,11.159375,18.696875,20.7625,19.209375,19.465625,19.734375,21.88125,22.83125,21.35625,33.509375,21.93125,22.04375,45.215625,23.884375,46.421875
0.846875,0.7625,0.790625,0.821875,0.76875,0.796875,0.75625,0.784375,0.75625,5.453125,0.79375,11.328125,19.859375,19.459375,20.246875,22.278125,23.21875,22.853125,22.753125,39.540625,39.596875,21.1375,56.059375,38.584375,21.8625,49.55
0.7625,0.78125,0.846875,0.765625,0.7375,0.85,0.84375,0.759375,0.803125,6.171875,0.81875,8.73125,18.678125,19.840625,19.4,20.85625,22.71875,22.5375,23.4875,37.7125,20.671875,21.1875,42.36875,38.890625,50.6,48.684375
0.796875,0.75,0.75625,0.78125,0.740625,0.803125,0.81875,0.753125,0.8125,5.64375,0.81875,8.046875,19.69375,20.46875,20.2875,18.371875,20.96875,21.19375,22.71875,23.6875,27.16875,21.209375,37.2,42.440625,30.009375,53.790625
0.778125,0.75625,0.803125,0.803125,0.8,0.828125,0.74375,0.771875,0.778125,7.1125,0.759375,10.784375,16.909375,20.190625,20.271875,19.603125,21.625,21.38125,19.859375,20.94375,43.18125,22.040625,32.1625,45.146875,27.93125,50.984375
0.765625,0.79375,0.840625,0.8125,0.778125,0.765625,0.765625,0.75625,2.94375,5.571875,0.803125,11.6,19.303125,19.940625,18.94375,20.89375,20.490625,23.078125,23.115625,16.88125,24.434375,18.51875,20.5375,42.590625,21.0,57.571875
0.796875,0.75625,0.759375,0.78125,0.79375,0.775,0.734375,0.81875,0.784375,5.85,0.7875,19.471875,19.0875,20.38125,17.059375,19.4625,21.68125,22.75,22.590625,15.653125,21.021875,24.946875,19.16875,34.071875,22.040625,53.8125
0.759375,0.8125,0.759375,0.78125,0.815625,0.85,0.753125,0.771875,1.25,6.1,0.81875,16.325,17.571875,19.80625,19.259375,22.178125,22.271875,22.46875,22.140625,17.175,20.909375,22.3875,30.971875,39.3125,21.85625,47.959375
0.759375,0.78125,0.821875,0.753125,0.74375,0.809375,0.73125,0.809375,1.49375,5.534375,1.390625,10.865625,17.690625,19.50625,17.821875,21.4375,21.484375,22.33125,23.209375,17.975,22.221875,21.725,22.05625,33.840625,21.665625,48.746875
0.76875,0.76875,0.75,0.7875,0.7625,0.790625,0.746875,0.778125,0.8125,7.91875,1.25,16.334375,18.65625,18.85625,20.578125,21.0,21.415625,24.553125,23.278125,20.725,21.453125,22.31875,24.14375,42.190625,24.628125,51.56875
0.78125,0.721875,0.7875,0.803125,0.771875,0.784375,0.74375,0.74375,0.80625,5.55,0.784375,10.571875,17.4875,19.79375,19.15625,21.5875,22.21875,22.9875,23.853125,19.90625,25.9625,21.8625,48.596875,44.01875,22.79375,55.41875
0.7875,0.775,0.809375,0.784375,0.790625,0.8,0.746875,0.809375,2.4125,5.765625,0.78125,13.34375,11.6875,20.459375,15.48125,19.83125,20.953125,21.9875,23.871875,20.509375,22.54375,20.85,20.73125,41.03125,21.75,58.315625
0.7625,0.75,0.76875,0.78125,0.76875,0.828125,0.753125,0.8125,0.840625,5.896875,0.8875,15.69375,17.765625,21.7375,18.78125,21.553125,21.359375,21.303125,24.43125,23.60625,20.36875,21.54375,22.13125,43.4,23.440625,56.665625
0.796875,0.75625,0.75625,0.78125,0.79375,0.80625,0.75,0.78125,0.996875,5.60625,0.8625,17.403125,20.696875,21.928125,22.30625,20.515625,22.09375,23.075,24.63125,19.565625,40.971875,12.790625,40.71875,46.646875,22.490625,46.69375
0.775,0.8,0.803125,0.809375,0.75,0.828125,0.725,0.796875,0.775,6.375,0.821875,12.425,19.01875,19.10625,21.31875,20.615625,23.259375,23.25,26.096875,21.853125,22.64375,17.84375,57.625,43.63125,21.528125,58.690625
0.778125,0.79375,0.75625,0.78125,0.8,0.790625,0.79375,0.775,0.8,7.071875,1.18125,15.40625,20.321875,19.7875,17.825,21.778125,21.521875,22.2,25.371875,18.690625,21.8125,21.953125,20.615625,42.60625,23.1625,55.021875
0.8125,0.753125,0.765625,0.8,0.7625,0.834375,0.753125,0.76875,0.775,6.084375,2.5,16.49375,18.603125,20.78125,17.80625,20.225,20.6125,23.028125,25.609375,22.85,20.88125,20.8625,21.95625,41.221875,21.4,52.765625
0.796875,0.790625,0.81875,0.796875,0.790625,0.803125,0.796875,0.775,0.89375,6.828125,1.7125,11.109375,19.315625,21.509375,18.925,20.803125,21.34375,23.321875,24.3,20.615625,22.41875,22.175,23.3875,44.778125,38.28125,54.121875
0.790625,0.74375,0.75625,0.8375,0.759375,0.83125,0.7625,0.778125,0.753125,6.234375,2.090625,16.4125,20.18125,19.040625,15.13125,21.046875,21.746875,24.221875,24.98125,23.2125,22.815625,22.746875,26.3125,44.7125,23.246875,51.128125
0.790625,0.746875,0.784375,0.76875,0.784375,0.8375,0.74375,0.778125,1.046875,6.375,2.95625,16.2625,19.640625,21.08125,16.78125,20.690625,22.084375,23.665625,24.45625,19.721875,17.94375,21.278125,17.85625,45.709375,44.428125,54.634375
0.78125,0.753125,0.8,0.8,0.790625,0.81875,0.815625,0.8,1.228125,5.815625,2.803125,12.971875,18.33125,20.821875,20.346875,20.575,22.86875,23.659375,25.4375,22.5875,22.259375,30.109375,19.484375,43.990625,50.315625,58.984375
0.784375,0.753125,0.74375,0.85,0.746875,0.85625,0.746875,0.78125,0.771875,7.209375,2.70625,11.928125,16.390625,19.396875,20.496875,21.053125,21.325,21.51875,25.19375,20.678125,23.321875,19.971875,21.709375,45.16875,23.153125,56.65
0.775,0.78125,0.7875,0.76875,0.825,0.815625,0.778125,0.83125,0.784375,5.9,3.9,11.425,18.759375,21.184375,18.096875,22.15625,23.065625,22.078125,25.29375,20.5875,21.7,20.53125,21.05,45.60625,49.528125,54.615625
0.7875,0.775,0.825,0.803125,0.76875,0.821875,0.75,0.79375,0.8625,5.93125,3.625,15.315625,18.15,19.86875,18.4625,20.440625,23.725,21.59375,24.99375,21.0375,22.05,23.778125,21.234375,45.303125,42.746875,58.184375
0.7875,0.78125,0.8,0.81875,0.746875,0.796875,0.8375,0.8,0.815625,5.940625,4.725,11.115625,18.45,21.021875,19.059375,23.009375,23.259375,22.259375,24.965625,21.221875,21.553125,22.084375,39.228125,48.940625,49.715625,58.96875
0.75625,0.796875,0.759375,0.840625,0.775,0.828125,0.725,0.79375,0.79375,7.23125,4.153125,10.784375,21.59375,19.49375,20.09375,20.68125,22.696875,24.15,25.846875,22.653125,21.646875,22.3625,20.371875,45.11875,51.678125,60.625
0.8125,0.775,0.809375,0.778125,0.790625,0.84375,0.75,0.740625,0.828125,6.175,4.9875,15.9125,14.10625,20.928125,19.846875,20.990625,21.80625,22.184375,25.95,28.4875,22.690625,22.784375,15.41875,51.925,48.6875,55.878125
0.834375,0.80625,0.825,0.796875,0.78125,0.815625,0.75625,0.80625,1.325,7.215625,5.209375,11.128125,17.91875,20.275,17.715625,21.021875,23.646875,21.7125,24.39375,34.334375,22.3125,23.9125,15.303125,47.7375,58.053125,55.071875
0.775,0.809375,0.775,0.778125,0.784375,0.871875,0.7625,0.796875,0.771875,6.3875,5.50625,11.996875,21.075,19.815625,21.6,20.7625,21.90625,20.79375,25.78125,20.484375,22.421875,23.4625,21.378125,59.6125,48.321875,52.9
0.8,0.7625,0.734375,0.771875,0.771875,0.8125,0.815625,0.771875,0.83125,5.83125,4.915625,13.453125,17.559375,19.196875,20.25,20.14375,22.828125,21.921875,23.465625,18.065625,22.396875,21.9,22.746875,54.4625,25.78125,58.45
0.821875,0.74375,0.753125,0.79375,0.759375,0.790625,0.734375,0.803125,0.771875,7.215625,7.846875,14.0875,19.984375,20.16875,19.065625,21.9625,21.771875,22.7625,25.921875,20.215625,22.509375,21.496875,23.39375,43.6375,24.159375,55.053125
0.803125,0.753125,0.734375,0.79375,0.8125,0.796875,0.734375,0.78125,0.825,6.65625,7.921875,11.1875,19.765625,18.95625,20.378125,20.975,21.0625,22.31875,26.2125,19.75,21.865625,22.95625,21.05625,45.3375,51.5,53.1375
0.7875,0.71875,0.734375,0.8125,0.7625,0.821875,0.821875,0.803125,0.85,6.028125,9.65,18.328125,18.965625,19.75,17.528125,23.096875,22.8125,20.984375,28.021875,19.134375,23.053125,21.909375,27.065625,47.34375,51.684375,52.21875
0.775,0.75,0.771875,0.75,0.734375,0.80625,0.759375,0.825,0.75625,5.715625,9.54375,14.065625,20.2,18.88125,19.36875,22.725,21.146875,23.490625,27.15625,19.1875,23.046875,20.540625,41.003125,45.35625,51.5875,55.934375
0.815625,0.7875,0.74375,0.78125,0.746875,0.815625,0.7875,0.815625,0.8125,5.5875,8.121875,16.70625,19.034375,20.175,21.9125,22.23125,22.703125,21.478125,26.896875,21.396875,22.921875,21.696875,20.240625,48.128125,29.015625,55.53125
