y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70,y71,y72,y73,y74,y75,y76,y77,y78,y79,y80,y81,y82,y83,y84,y85,y86,y87,y88
0.675,0.65,0.646875,0.690625,0.71875,0.640625,0.7125,0.71875,0.65,1.00625,0.671875,0.725,0.659375,0.465625,0.7125,0.678125,0.740625,1.025,0.86875,0.70625,0.65625,1.51875,0.634375,1.203125,1.096875,0.8875,1.359375,0.7625,0.79375,1.9375,0.453125,0.771875,0.64375,0.68125,0.559375,0.675,5.065625,1.928125,0.740625,0.7,1.034375,1.475,0.803125,1.31875,0.6875,0.684375,0.890625,0.61875,1.246875,0.69375,0.7125,0.6625,0.621875,0.609375,1.315625,0.9625,0.715625,0.984375,1.1625,1.9875,0.709375,1.35625,0.690625,1.0875,1.1125,0.9625,0.628125,0.71875,0.740625,0.665625,0.715625,0.634375,0.75,1.765625,0.725,1.078125,1.446875,0.728125,0.75,0.690625,0.725,0.734375,1.575,0.728125,0.846875,0.79375,1.025,0.753125,2.203125
0.675,0.721875,0.675,0.66875,0.715625,0.646875,0.703125,0.709375,0.7125,0.99375,0.646875,0.7125,0.7,0.521875,0.696875,0.75,0.69375,1.04375,1.0375,0.7125,0.65625,1.31875,0.678125,1.546875,1.08125,0.815625,1.946875,0.746875,0.74375,2.159375,0.459375,0.721875,0.66875,0.65625,0.575,0.703125,4.8625,1.909375,0.775,0.6875,1.178125,1.5125,0.671875,1.315625,0.71875,0.640625,1.290625,0.625,1.2625,0.734375,0.7375,0.65,0.621875,0.61875,1.2625,0.915625,0.70625,0.89375,1.33125,3.16875,0.75625,1.4,0.678125,1.121875,1.353125,1.00625,0.671875,0.70625,0.865625,0.68125,0.696875,0.615625,0.825,2.159375,0.721875,1.034375,1.3375,0.75,0.7125,0.64375,0.71875,0.715625,1.415625,0.728125,0.771875,0.740625,1.703125,0.6875,2.115625
0.684375,0.6875,0.696875,0.675,0.7125,0.628125,0.73125,0.715625,0.70625,1.0625,0.6375,0.74375,0.784375,0.478125,0.6875,0.71875,0.765625,1.078125,0.928125,0.725,0.809375,1.434375,0.834375,1.903125,1.071875,0.825,1.925,0.7375,0.753125,2.415625,0.48125,0.69375,0.684375,0.7,0.6125,0.709375,7.04375,1.94375,0.6625,0.684375,1.046875,1.625,0.740625,1.34375,0.73125,0.63125,1.453125,0.659375,1.365625,0.809375,0.7625,0.715625,0.684375,0.665625,1.278125,0.93125,0.7,0.953125,1.215625,3.1375,0.734375,1.48125,0.7375,1.20625,1.3625,0.98125,0.69375,0.71875,0.88125,0.65625,0.978125,0.75,0.790625,2.309375,0.765625,1.821875,2.03125,0.740625,0.74375,0.728125,0.76875,0.75625,2.48125,0.728125,0.7625,0.8,2.884375,0.728125,2.60625
0.671875,0.63125,0.715625,0.7,0.696875,0.671875,0.725,0.70625,0.73125,0.984375,0.684375,0.6875,0.709375,0.4875,0.71875,0.725,1.309375,1.0625,1.334375,0.74375,0.65625,1.2625,0.815625,2.05625,1.140625,0.840625,2.0625,0.746875,0.925,2.125,0.45625,0.715625,0.615625,0.71875,0.590625,0.734375,6.021875,1.98125,0.90625,0.7125,1.221875,1.384375,0.721875,1.259375,0.8125,0.73125,3.175,0.684375,1.265625,0.740625,0.809375,0.65,0.70625,0.65625,1.35,0.884375,0.7125,0.88125,3.125,2.98125,0.740625,1.653125,0.7125,1.225,1.559375,0.928125,0.684375,0.71875,1.00625,0.675,1.0125,0.75625,0.765625,3.071875,0.715625,1.7625,2.63125,0.778125,0.765625,0.70625,0.784375,0.74375,2.640625,0.7,2.0125,1.228125,2.928125,0.70625,2.565625
0.68125,0.7,0.690625,0.7125,0.7875,0.640625,0.7125,0.696875,0.778125,1.0,0.684375,0.71875,0.675,0.434375,0.753125,0.784375,1.24375,1.034375,1.796875,0.69375,0.703125,1.503125,0.790625,2.58125,1.240625,0.915625,2.14375,0.784375,0.95,2.496875,0.46875,0.759375,0.640625,0.7125,0.6125,0.7,5.98125,1.934375,0.825,0.70625,1.803125,2.403125,0.75625,1.315625,0.75625,0.753125,2.98125,0.75,1.2875,0.853125,0.734375,0.690625,0.696875,0.709375,1.3625,0.95,0.75625,0.890625,3.259375,3.440625,0.7375,1.5,0.71875,1.34375,1.546875,0.9,0.71875,0.8,0.996875,0.646875,0.89375,0.765625,1.196875,3.9875,0.753125,1.884375,2.61875,0.796875,0.71875,0.675,0.75625,0.715625,3.025,0.746875,2.134375,1.178125,2.75,0.91875,2.378125
0.7,0.675,0.678125,0.725,0.734375,0.653125,0.71875,0.765625,0.871875,1.315625,0.65,0.696875,0.709375,0.575,0.71875,0.759375,1.36875,1.021875,1.6125,0.7375,0.678125,1.375,0.709375,2.715625,1.328125,0.934375,2.425,0.775,0.953125,2.528125,0.525,0.725,0.621875,0.665625,0.6625,0.725,6.73125,2.1,0.81875,0.746875,1.64375,2.490625,0.7375,1.30625,0.75,0.634375,3.315625,0.659375,1.228125,0.90625,0.734375,0.74375,0.65625,0.6625,1.31875,1.325,0.70625,1.075,3.190625,3.228125,0.7,2.28125,0.715625,1.565625,1.590625,1.275,0.725,0.728125,1.490625,0.659375,1.134375,0.7375,2.128125,4.0,0.728125,3.15625,2.840625,0.7625,0.74375,0.70625,0.765625,0.7,3.015625,0.703125,2.09375,1.559375,2.809375,0.865625,2.584375
0.66875,0.69375,0.740625,0.7125,0.790625,0.725,0.734375,0.728125,0.86875,1.453125,0.7125,0.715625,0.703125,0.51875,0.71875,0.790625,1.3625,0.978125,2.25,0.734375,0.725,1.5625,0.821875,2.55625,1.440625,1.009375,3.196875,0.75625,1.06875,2.7875,0.509375,0.75625,0.678125,0.665625,0.625,0.746875,7.515625,2.65625,0.99375,0.7125,1.678125,2.54375,0.753125,1.309375,0.759375,0.70625,3.403125,0.671875,1.40625,0.915625,1.5125,0.721875,0.6875,0.684375,1.28125,1.3375,0.71875,1.128125,3.08125,2.965625,0.74375,2.928125,0.75625,1.546875,1.49375,1.146875,0.7125,0.73125,2.55,0.740625,1.06875,0.8,2.046875,4.09375,0.7625,3.228125,3.2125,0.765625,0.734375,0.75,0.74375,0.69375,3.471875,0.79375,2.125,1.64375,3.4375,0.909375,2.58125
0.671875,0.709375,0.740625,0.725,0.75,0.728125,0.709375,0.746875,0.903125,1.496875,0.684375,0.775,0.71875,0.58125,0.746875,0.784375,1.2625,1.040625,2.390625,0.6875,0.765625,1.5125,0.796875,3.596875,1.425,0.975,3.253125,0.71875,0.9875,3.25625,0.46875,0.76875,0.646875,0.709375,0.64375,0.721875,7.503125,2.471875,1.0375,0.746875,1.68125,2.65625,0.765625,1.265625,0.715625,0.628125,6.51875,0.6875,1.953125,0.94375,1.421875,0.684375,0.68125,0.721875,1.384375,1.5,0.765625,1.434375,2.80625,5.265625,0.76875,3.66875,0.725,1.478125,2.234375,1.33125,0.728125,0.7375,2.6125,0.70625,1.2125,0.76875,2.234375,4.309375,0.753125,3.153125,3.26875,0.746875,0.725,0.70625,0.790625,1.2625,3.86875,0.66875,1.959375,2.378125,3.2,1.525,3.125
0.7125,0.703125,0.725,0.7125,0.73125,0.68125,0.703125,0.7375,1.246875,1.371875,0.675,0.7,0.721875,0.540625,0.75,0.715625,1.36875,1.009375,3.209375,0.753125,0.765625,1.859375,0.834375,3.503125,2.071875,0.990625,3.071875,0.784375,1.209375,3.284375,0.490625,0.74375,0.696875,0.725,0.63125,0.715625,12.5375,3.246875,1.0125,0.740625,1.771875,2.76875,0.796875,1.290625,0.765625,0.7,6.325,0.709375,1.884375,0.95625,1.534375,0.734375,0.696875,0.703125,1.365625,2.009375,0.9,2.775,3.1375,4.878125,0.7375,3.85625,0.71875,1.553125,2.4,1.51875,0.859375,0.75,2.640625,0.765625,1.209375,0.859375,1.996875,4.034375,0.759375,3.11875,3.4625,0.765625,0.765625,0.74375,0.75625,1.315625,3.934375,0.7375,2.125,3.35625,3.346875,1.575,3.3625
0.721875,0.684375,0.740625,0.715625,0.73125,0.734375,0.7375,0.73125,1.096875,1.56875,0.60625,0.7,0.71875,0.521875,0.80625,0.734375,1.4375,1.06875,3.190625,0.734375,0.778125,1.925,0.765625,3.659375,1.903125,1.334375,3.30625,0.73125,1.45625,3.234375,0.534375,0.753125,0.6875,0.675,0.625,0.709375,13.540625,2.825,1.003125,0.709375,1.840625,3.334375,0.734375,1.41875,1.04375,0.8125,6.484375,0.70625,2.0875,0.98125,1.4125,0.7,0.671875,0.759375,1.4,2.21875,0.78125,2.759375,3.409375,5.69375,0.74375,3.596875,0.740625,1.675,2.440625,1.421875,0.834375,0.76875,2.66875,0.646875,1.215625,0.896875,2.7875,4.45,0.740625,4.0125,3.753125,0.734375,0.7625,0.75625,0.759375,1.384375,3.678125,0.746875,2.16875,3.796875,3.653125,1.96875,3.11875
0.740625,0.725,0.69375,0.725,0.7375,0.725,0.721875,0.70625,1.225,1.428125,0.728125,0.725,0.7125,0.534375,0.746875,0.753125,1.64375,1.2375,3.375,0.734375,0.825,2.11875,0.8375,3.615625,1.68125,1.35625,4.35625,0.728125,1.465625,3.284375,0.621875,0.75625,0.6625,0.734375,0.678125,0.7,12.65625,2.9875,1.140625,0.725,2.83125,5.21875,0.76875,1.215625,1.209375,0.659375,6.66875,0.71875,2.05,0.903125,1.540625,0.6875,0.69375,0.66875,1.34375,2.08125,0.778125,2.75,3.034375,5.059375,0.709375,5.209375,0.70625,1.69375,2.39375,1.471875,0.903125,0.8125,2.640625,0.6875,1.4375,1.321875,6.103125,4.684375,0.8125,6.946875,3.928125,0.775,0.771875,0.75,0.775,1.196875,3.78125,0.775,2.428125,3.471875,4.025,1.9625,3.303125
0.73125,0.675,0.7125,0.725,0.7125,0.753125,0.759375,0.821875,1.16875,1.815625,0.659375,0.834375,0.7125,0.51875,0.771875,0.784375,1.54375,1.346875,3.590625,0.775,0.90625,2.209375,0.75,3.465625,1.759375,1.428125,4.046875,0.75625,1.41875,3.365625,0.55625,0.74375,0.675,0.703125,0.6875,0.709375,11.66875,3.3125,1.1875,0.7375,3.046875,3.9875,0.75,2.55,1.14375,0.7125,6.753125,0.690625,1.915625,0.9125,1.36875,0.7125,0.721875,0.70625,1.38125,2.25,1.090625,2.659375,3.34375,7.046875,0.7375,5.8625,0.690625,1.909375,3.121875,2.759375,1.053125,0.75,5.7875,0.753125,1.565625,1.346875,6.015625,7.29375,0.734375,7.35625,4.565625,0.771875,0.771875,0.73125,0.771875,1.153125,9.703125,1.95,2.575,5.975,5.35,2.696875,3.4375
0.728125,0.7125,0.728125,0.753125,0.721875,0.7625,0.753125,0.76875,1.259375,1.65625,0.665625,0.7,0.74375,0.46875,0.7375,0.7625,2.3375,1.209375,4.825,0.765625,0.88125,2.109375,0.8625,3.75625,1.625,1.30625,3.7875,0.771875,1.484375,3.3625,0.63125,0.740625,0.721875,0.7375,0.653125,0.715625,11.271875,3.7375,1.396875,0.725,4.203125,4.234375,0.7375,2.578125,1.053125,0.671875,6.80625,0.68125,2.69375,0.975,1.475,0.709375,0.73125,0.73125,1.484375,2.44375,1.184375,2.778125,3.515625,7.18125,0.775,5.4125,0.71875,1.86875,3.1375,3.35625,1.24375,0.784375,5.8125,0.740625,1.509375,1.396875,6.715625,6.646875,0.715625,6.671875,4.75625,0.75625,0.778125,0.70625,0.821875,1.196875,8.971875,3.24375,2.659375,5.95,5.303125,2.709375,4.775
0.7375,0.665625,0.75625,0.740625,0.753125,0.75625,0.728125,0.765625,1.109375,1.75,0.65625,0.715625,0.73125,0.5875,0.753125,0.7875,2.440625,1.76875,5.25,0.721875,0.90625,2.078125,0.790625,4.178125,1.971875,1.521875,3.94375,0.7625,1.38125,4.01875,0.646875,0.7375,0.73125,0.725,0.865625,0.7125,12.1125,4.453125,1.4375,0.740625,3.9125,4.690625,0.765625,2.521875,1.16875,0.759375,6.95,0.71875,2.85625,0.903125,1.446875,0.65,0.734375,0.765625,1.45,4.95,1.08125,3.45,3.8125,7.734375,1.046875,5.153125,0.78125,1.9375,3.190625,5.0,1.28125,1.05625,4.9625,0.75625,1.403125,2.8375,5.86875,7.2125,0.784375,5.940625,4.640625,0.753125,0.765625,0.759375,0.7625,1.240625,8.95625,2.90625,3.0625,6.165625,5.225,2.925,5.190625
0.734375,0.75,0.725,0.74375,0.721875,0.75,0.740625,0.734375,1.275,1.715625,0.678125,0.70625,0.746875,0.54375,0.775,0.771875,2.490625,1.459375,5.13125,0.73125,1.18125,2.315625,0.8625,4.509375,2.809375,1.55625,3.728125,0.75,1.409375,3.79375,0.60625,0.75625,0.753125,0.675,0.725,0.696875,13.321875,4.2875,1.378125,0.70625,4.378125,7.040625,0.784375,2.596875,1.475,0.771875,7.165625,0.715625,2.70625,0.91875,1.465625,0.69375,0.7125,0.753125,1.31875,4.825,1.696875,3.146875,3.5,7.034375,1.0,5.846875,0.740625,2.165625,3.04375,5.41875,2.45,1.134375,5.88125,0.759375,2.115625,3.025,6.1625,6.60625,0.721875,6.615625,5.05,1.125,0.759375,0.753125,0.775,1.265625,8.821875,3.1375,3.71875,7.296875,5.715625,4.078125,7.009375
0.725,0.7375,0.728125,0.740625,0.725,0.76875,0.7875,0.775,1.2875,1.6625,0.740625,0.78125,0.71875,0.509375,0.784375,0.73125,3.23125,1.721875,4.971875,0.815625,1.1375,2.2875,0.821875,4.321875,2.603125,2.075,3.984375,0.7375,1.378125,4.596875,0.60625,0.765625,0.721875,0.70625,0.771875,0.703125,11.628125,4.46875,2.0625,0.70625,5.940625,6.471875,0.778125,2.5375,1.5125,0.675,7.55625,0.75,2.65625,0.99375,1.50625,0.70625,0.665625,0.73125,1.35,7.0,1.5625,3.10625,3.821875,8.2375,1.03125,5.675,0.734375,2.140625,3.18125,6.190625,2.1375,2.290625,5.75,0.696875,2.053125,3.284375,6.3,6.7625,0.771875,6.7375,6.95,1.2,0.75625,0.73125,0.740625,1.33125,8.778125,2.83125,3.834375,7.1,7.496875,3.8375,7.121875
0.721875,0.71875,0.76875,0.815625,0.74375,0.715625,0.728125,0.746875,1.28125,1.790625,0.640625,0.715625,0.725,0.540625,0.759375,0.73125,2.96875,1.475,5.403125,0.75,1.128125,2.24375,0.85,4.01875,2.659375,2.865625,4.328125,0.790625,1.8875,5.15,0.615625,0.753125,0.690625,0.79375,0.75,0.71875,12.196875,5.253125,2.159375,0.746875,5.8125,6.303125,0.8125,2.3125,1.459375,0.7875,7.85,0.703125,2.91875,0.94375,1.878125,0.75625,0.7125,0.75,1.428125,6.959375,1.596875,3.6625,3.634375,9.98125,1.04375,5.58125,0.734375,2.203125,4.375,6.81875,2.234375,2.415625,5.684375,0.7,4.246875,4.290625,6.403125,7.334375,0.759375,7.68125,7.028125,1.25625,0.753125,0.721875,0.7625,1.290625,9.284375,2.83125,3.64375,7.35,7.2625,4.6875,6.434375
0.68125,0.70625,0.753125,0.703125,0.759375,0.7375,0.746875,0.765625,1.54375,1.63125,0.6625,0.74375,0.759375,0.5625,0.759375,0.7625,3.53125,2.2,5.3875,0.721875,1.334375,2.5375,1.525,4.3,2.684375,3.015625,4.375,0.796875,1.66875,5.43125,0.603125,0.753125,0.70625,0.7375,0.740625,0.728125,12.703125,5.053125,2.26875,0.759375,6.0,7.571875,0.8,2.45625,1.409375,0.753125,7.49375,0.7,2.65,1.496875,1.840625,0.715625,0.896875,0.7875,1.31875,7.009375,1.63125,3.515625,3.35625,9.84375,1.065625,4.959375,0.73125,2.471875,4.121875,6.55,2.15625,2.46875,6.103125,0.790625,4.7125,3.9875,7.11875,6.721875,0.75625,8.284375,7.0375,1.16875,0.765625,0.73125,0.753125,1.259375,8.440625,2.925,4.90625,7.58125,7.865625,4.765625,6.7375
0.740625,0.69375,0.74375,0.740625,0.725,0.771875,0.784375,0.734375,1.56875,1.79375,0.66875,0.671875,0.740625,0.575,0.746875,0.7875,3.609375,2.121875,5.690625,0.76875,1.428125,2.965625,1.609375,4.075,2.684375,3.090625,3.928125,0.71875,1.8375,5.521875,0.596875,0.734375,0.71875,0.7375,1.165625,1.2625,12.053125,5.39375,2.284375,0.725,6.171875,8.196875,0.74375,2.371875,1.434375,0.740625,7.478125,0.78125,2.775,1.309375,2.05625,0.721875,0.815625,0.803125,1.50625,7.1875,1.45625,3.759375,4.109375,9.59375,1.0,5.096875,0.734375,3.34375,4.709375,7.103125,2.165625,3.446875,6.26875,0.696875,4.403125,4.1875,7.10625,7.240625,0.725,8.35,7.41875,1.184375,0.784375,0.746875,0.790625,1.36875,10.85,3.546875,4.759375,7.69375,7.44375,4.515625,6.865625
0.734375,0.778125,0.746875,0.69375,0.771875,0.775,0.721875,0.728125,1.74375,2.00625,0.628125,0.740625,0.728125,0.565625,0.865625,0.75625,3.20625,3.140625,5.3875,0.728125,1.2625,2.646875,1.5125,4.0625,2.728125,2.9875,4.415625,0.79375,1.665625,5.175,0.625,0.775,0.715625,0.725,1.5125,1.175,14.9,6.484375,2.365625,0.703125,6.56875,8.165625,0.740625,2.60625,1.925,0.8375,10.665625,0.73125,2.753125,1.371875,2.115625,0.740625,1.103125,0.953125,1.5125,7.440625,1.45625,3.58125,4.25625,10.05,1.075,5.421875,0.71875,2.946875,5.165625,6.69375,2.14375,3.4625,6.584375,0.765625,4.765625,5.05625,7.896875,7.275,0.73125,9.378125,9.55,1.14375,0.78125,0.815625,0.771875,1.159375,11.00625,3.75,5.2625,7.30625,7.746875,5.265625,6.4875
0.775,0.753125,0.7625,0.734375,0.71875,0.740625,0.759375,0.771875,1.775,1.9375,0.66875,0.753125,0.7125,0.6125,0.790625,0.79375,3.453125,2.840625,5.196875,0.78125,1.75,2.71875,1.7375,4.546875,2.73125,3.259375,4.375,0.7625,1.890625,4.81875,0.725,0.74375,0.7125,0.734375,1.61875,1.3625,17.03125,6.4875,2.7125,0.740625,6.5,7.621875,0.75625,2.353125,2.04375,0.809375,10.503125,0.734375,2.896875,1.2375,1.871875,0.74375,0.740625,0.978125,1.803125,6.778125,1.68125,3.675,4.60625,9.61875,1.215625,5.296875,1.125,3.76875,6.153125,6.790625,2.3625,3.4,6.659375,0.778125,4.878125,5.26875,8.00625,7.309375,0.78125,11.534375,10.734375,1.1625,0.8,0.753125,0.75,1.2375,10.246875,4.053125,5.796875,7.678125,7.95,5.646875,6.7875
0.721875,0.70625,0.74375,0.725,0.7625,0.790625,0.740625,0.73125,1.8875,1.921875,0.646875,0.7375,0.734375,0.60625,0.775,0.775,3.171875,3.11875,6.2875,0.75625,1.784375,3.184375,1.66875,4.53125,2.921875,3.053125,4.465625,0.80625,2.2125,5.153125,0.6875,0.8,0.715625,0.81875,1.9125,1.240625,15.690625,6.165625,2.5625,0.69375,7.421875,7.6375,0.8,2.575,2.046875,0.75,10.684375,0.74375,2.71875,1.640625,2.190625,0.66875,0.915625,0.940625,1.8125,7.990625,1.69375,3.803125,4.21875,10.584375,1.08125,5.696875,1.078125,3.715625,6.996875,6.79375,2.175,4.34375,8.125,0.725,5.171875,5.04375,10.784375,7.225,0.78125,11.4125,10.8375,1.340625,0.803125,0.725,0.7875,1.3875,9.553125,4.05625,5.8,7.796875,10.934375,5.159375,8.759375
0.709375,0.70625,0.746875,0.7375,0.765625,0.78125,0.75625,0.74375,2.021875,1.915625,0.7,0.70625,0.725,0.69375,0.775,0.75,3.6625,5.5125,5.575,0.75,2.10625,3.053125,1.596875,4.50625,2.63125,2.953125,5.11875,0.790625,2.15,5.346875,0.65,0.8,0.75625,0.840625,1.946875,1.478125,13.578125,7.71875,2.61875,0.7625,6.871875,8.00625,0.76875,2.48125,2.965625,0.775,10.590625,0.7875,3.33125,1.60625,2.584375,0.684375,0.971875,0.9625,2.190625,10.684375,1.6,3.85,4.546875,11.55,1.06875,6.471875,1.040625,4.196875,6.39375,7.825,2.528125,3.68125,11.959375,0.715625,5.078125,5.828125,9.6875,7.265625,0.715625,11.734375,12.728125,1.546875,0.7875,1.83125,0.75625,1.4875,11.384375,5.96875,6.409375,7.853125,11.2875,6.384375,9.3125
0.740625,0.74375,0.753125,0.771875,0.725,0.746875,0.7625,0.75625,2.03125,2.096875,0.721875,0.7375,0.721875,0.7375,0.7875,0.759375,3.45625,4.9875,5.446875,0.746875,1.95625,3.353125,1.790625,4.8125,4.121875,3.171875,5.00625,0.771875,2.08125,6.178125,0.6875,0.790625,0.740625,0.95625,3.659375,1.325,15.80625,8.578125,3.071875,0.709375,6.71875,7.478125,0.740625,2.575,2.653125,0.765625,10.98125,0.7625,3.546875,1.8,6.090625,0.69375,0.85625,0.928125,2.3625,11.640625,1.4,5.209375,5.540625,11.703125,0.915625,7.24375,1.065625,4.246875,7.271875,8.78125,2.31875,3.925,11.453125,0.753125,4.95625,6.0625,9.375,7.68125,0.725,14.559375,10.64375,1.465625,0.8125,1.940625,0.746875,1.55625,12.45625,5.18125,6.13125,7.9,10.2875,6.35,11.0
0.765625,0.75,0.746875,0.778125,0.7375,0.771875,0.759375,0.746875,1.9625,1.971875,0.6625,0.734375,0.75625,0.634375,0.759375,0.765625,3.178125,4.915625,5.375,0.8125,2.08125,3.840625,1.678125,4.578125,3.84375,3.10625,5.2625,0.78125,1.9,5.909375,0.703125,0.78125,0.765625,0.996875,4.60625,1.54375,14.9875,8.440625,3.125,0.740625,8.3375,7.98125,0.74375,2.85,3.053125,0.790625,10.415625,0.7375,3.903125,1.7125,4.9,0.671875,1.05,1.23125,2.340625,11.76875,1.5125,4.465625,4.696875,13.70625,1.03125,6.646875,1.128125,4.171875,6.81875,7.959375,2.296875,3.878125,11.55,0.75,4.975,5.146875,9.15625,9.171875,0.7125,12.853125,11.428125,1.409375,0.796875,1.934375,0.746875,2.01875,11.659375,5.7125,6.1625,9.4625,11.7625,6.8,9.890625
0.734375,0.728125,0.71875,0.746875,0.721875,0.775,0.715625,0.740625,2.05,2.19375,0.690625,0.740625,0.771875,0.75625,0.78125,0.765625,4.05,5.2125,6.734375,0.875,2.209375,4.5125,2.225,4.5875,4.178125,3.396875,4.771875,0.7875,1.953125,5.946875,0.7,0.984375,0.790625,1.040625,4.178125,1.296875,16.240625,8.340625,3.65625,0.728125,7.840625,8.2125,0.7625,3.015625,2.934375,0.80625,11.559375,0.771875,3.696875,1.965625,5.45625,0.696875,0.896875,1.3375,3.075,12.93125,1.575,5.14375,5.609375,12.6125,1.175,7.2625,1.05625,5.89375,7.075,8.43125,2.571875,4.06875,11.875,0.778125,6.73125,5.353125,9.565625,8.75625,0.775,13.303125,12.43125,1.584375,1.1875,1.95,0.796875,2.65625,11.33125,7.334375,6.9,10.16875,15.99375,7.384375,9.5875
0.771875,0.75,0.790625,0.7375,0.746875,0.7,0.7625,0.7125,2.071875,1.99375,0.7,0.725,0.696875,0.7875,0.790625,0.775,4.771875,4.91875,6.765625,1.59375,2.25,4.190625,2.371875,4.4125,4.009375,3.05625,5.215625,0.81875,2.334375,6.828125,0.74375,0.9125,0.70625,1.2125,4.321875,1.503125,15.196875,7.8625,3.61875,0.75625,8.475,11.94375,0.790625,3.1375,3.8125,1.534375,13.578125,0.725,3.671875,3.19375,4.734375,0.690625,1.0375,1.459375,4.35,14.540625,1.496875,5.55,5.540625,12.3125,1.0875,7.26875,1.19375,5.35,7.2125,7.959375,2.50625,3.825,12.665625,1.009375,9.2125,7.25625,8.778125,7.896875,0.734375,12.8875,12.1625,1.84375,1.334375,1.85625,0.753125,2.753125,11.78125,7.05,6.9,11.4,17.13125,9.915625,10.053125
0.765625,0.753125,0.778125,0.721875,0.7375,0.778125,0.746875,0.740625,2.059375,2.290625,0.684375,0.73125,0.7125,0.746875,0.75,1.346875,4.234375,5.50625,6.409375,1.615625,2.059375,3.775,2.371875,4.625,4.60625,3.121875,5.21875,0.80625,2.359375,6.2125,0.709375,0.915625,0.7625,1.125,4.4625,1.4125,17.153125,7.8,3.615625,0.70625,8.528125,12.075,0.753125,2.784375,4.08125,1.484375,14.409375,0.69375,4.1625,3.2875,5.9625,0.71875,0.990625,1.215625,4.290625,15.41875,1.546875,5.24375,5.115625,11.946875,1.028125,6.859375,1.1375,5.840625,7.79375,8.696875,2.440625,4.1375,11.740625,1.190625,9.6875,10.36875,9.31875,9.1125,0.76875,15.334375,14.9625,1.71875,1.8,2.209375,0.753125,3.5375,17.253125,7.003125,6.75,10.7,17.659375,10.584375,9.9375
0.753125,0.7125,0.796875,0.721875,0.746875,0.78125,0.73125,0.75625,2.053125,2.334375,0.70625,0.7625,0.7625,0.715625,0.784375,1.278125,4.325,4.65,7.303125,1.7875,2.290625,4.346875,2.296875,5.1875,4.303125,3.334375,5.425,0.775,2.484375,5.696875,0.71875,1.025,0.753125,1.109375,4.865625,1.390625,13.94375,7.865625,5.384375,0.715625,8.584375,11.44375,0.759375,3.275,4.190625,1.440625,14.215625,0.746875,4.021875,2.840625,5.415625,0.696875,0.965625,1.21875,4.384375,14.34375,1.59375,5.8375,5.8,11.453125,1.05,7.103125,1.1,5.515625,9.096875,8.403125,2.353125,6.05,11.528125,1.809375,9.134375,10.915625,10.45,8.9625,0.759375,14.1,13.215625,1.753125,1.78125,3.146875,0.7875,3.38125,17.43125,10.246875,14.759375,13.690625,16.346875,8.453125,10.178125
0.759375,0.771875,0.746875,0.7625,0.753125,0.7625,0.753125,0.76875,2.0625,2.7125,0.671875,0.76875,0.71875,0.821875,0.765625,1.1375,5.103125,5.35625,6.01875,2.4875,2.334375,4.325,2.475,5.109375,4.915625,3.6375,5.628125,0.815625,2.140625,6.190625,0.76875,0.940625,0.753125,1.403125,4.421875,2.034375,15.546875,8.953125,4.428125,0.696875,10.234375,11.5125,2.1875,2.80625,4.16875,1.421875,14.634375,0.73125,3.7625,3.0,5.528125,0.728125,0.9125,1.503125,6.278125,13.465625,1.5625,5.209375,6.6625,12.015625,1.603125,7.015625,1.115625,5.84375,9.80625,8.15,2.45,5.771875,12.53125,1.878125,9.059375,10.053125,10.596875,8.4625,0.746875,15.996875,12.378125,2.871875,2.090625,3.309375,0.765625,3.275,19.146875,10.51875,14.403125,13.746875,16.7875,11.340625,9.671875
0.725,0.721875,0.778125,0.753125,0.815625,0.759375,0.7625,0.75625,2.340625,2.721875,0.74375,0.725,0.7125,0.83125,0.775,1.1,5.053125,5.325,6.115625,2.75,2.25625,4.065625,2.234375,5.09375,5.028125,4.303125,7.1875,0.7625,2.225,6.403125,0.803125,0.88125,0.778125,2.465625,4.9,2.09375,14.703125,7.825,4.490625,0.778125,11.3375,13.496875,2.46875,4.16875,5.14375,1.69375,14.7,0.725,5.74375,2.959375,6.81875,0.7125,1.065625,1.3,5.19375,14.428125,1.5125,6.08125,5.978125,12.571875,1.53125,6.73125,1.090625,6.409375,13.534375,11.725,4.375,6.00625,11.615625,2.2,12.0125,10.3,14.628125,9.021875,0.7625,14.05625,12.51875,3.159375,2.640625,3.125,1.771875,3.671875,19.6125,9.95,13.76875,13.621875,17.821875,13.14375,10.959375
