y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70,y71,y72,y73,y74
0.496875,0.590625,0.5375,0.55625,0.4125,0.384375,0.603125,0.396875,0.44375,0.484375,0.634375,0.4375,0.728125,0.459375,0.4125,0.509375,0.603125,0.56875,0.4875,0.415625,0.45,0.578125,0.721875,0.45,0.675,0.575,0.45625,0.59375,0.55625,0.553125,0.596875,0.6125,0.48125,0.453125,0.609375,0.425,0.409375,0.51875,0.68125,0.825,0.496875,0.609375,0.559375,0.409375,0.484375,0.7125,0.6625,0.68125,0.678125,0.85625,0.671875,0.425,0.5,0.665625,1.075,0.6125,0.653125,0.984375,0.7125,0.7,0.4375,0.703125,0.7375,0.621875,0.621875,0.66875,0.56875,0.475,0.65,0.525,0.765625,0.43125,0.6875,0.646875,0.4375
0.6375,0.6375,0.471875,0.590625,0.515625,0.4,0.615625,0.50625,0.646875,0.5125,0.66875,0.440625,0.671875,0.4875,0.459375,0.490625,0.7375,0.421875,0.45625,0.403125,0.503125,0.66875,0.734375,0.45625,0.8375,0.75625,0.4625,0.609375,0.68125,0.490625,0.6625,0.6375,0.525,0.4375,0.628125,0.65,0.384375,0.63125,0.690625,0.740625,0.76875,0.6375,0.634375,0.390625,0.503125,0.65,0.659375,0.684375,0.684375,0.709375,0.625,0.465625,0.621875,0.696875,1.2375,0.6625,1.63125,0.884375,0.63125,0.7,0.540625,0.771875,0.471875,0.71875,0.7375,0.93125,0.54375,0.534375,0.64375,0.615625,0.89375,0.41875,0.71875,0.66875,0.440625
0.521875,0.6875,0.53125,0.60625,0.521875,0.478125,0.83125,0.55,0.446875,0.553125,0.6,0.540625,0.753125,0.534375,0.425,0.5375,0.7125,0.54375,0.578125,0.39375,0.4625,0.6125,0.709375,0.484375,0.68125,0.6875,0.465625,0.56875,0.74375,0.584375,0.540625,0.578125,0.8875,0.434375,0.865625,0.553125,0.475,0.56875,0.70625,0.725,0.509375,0.7,0.596875,0.415625,0.446875,0.653125,0.73125,0.70625,0.74375,1.2,0.825,0.634375,0.728125,0.690625,0.909375,0.596875,0.75,0.953125,0.678125,0.728125,0.45625,0.740625,0.603125,0.7125,0.940625,0.703125,0.440625,0.590625,0.6625,0.590625,0.921875,0.50625,0.671875,0.66875,0.4875
0.496875,0.690625,0.565625,0.603125,0.5875,0.49375,0.66875,0.503125,0.459375,0.53125,1.128125,0.53125,0.665625,0.496875,0.46875,0.4875,0.6125,0.703125,0.465625,0.446875,0.54375,0.646875,0.778125,0.428125,0.684375,0.64375,0.434375,0.634375,0.70625,0.603125,0.60625,0.725,0.765625,0.46875,0.7125,0.740625,0.446875,0.61875,0.715625,0.740625,0.596875,0.621875,0.634375,0.459375,0.515625,0.703125,0.70625,0.734375,0.69375,1.234375,0.6125,0.565625,0.640625,0.690625,0.775,0.66875,0.896875,2.0375,0.73125,0.725,0.43125,0.784375,1.05,0.678125,0.95,0.96875,0.5125,0.675,0.63125,0.64375,0.996875,0.6,0.746875,0.74375,0.60625
0.51875,0.640625,0.58125,0.703125,0.578125,0.55625,0.65625,0.559375,0.484375,0.5375,0.59375,0.4875,0.721875,0.5,0.46875,0.596875,0.684375,0.69375,0.49375,0.421875,0.475,0.696875,0.771875,0.7,0.71875,0.6625,0.4625,0.640625,0.6875,0.46875,0.55625,0.990625,0.746875,0.60625,0.9,0.64375,0.44375,0.609375,0.76875,0.81875,0.5375,0.709375,0.646875,0.434375,0.453125,0.68125,0.6,0.7875,0.73125,1.39375,0.7375,0.571875,0.60625,0.7375,1.790625,0.665625,0.75,1.246875,0.65,0.721875,0.434375,0.7125,0.671875,0.678125,0.984375,0.721875,0.615625,0.584375,0.634375,0.678125,0.734375,0.590625,0.6875,1.25625,0.58125
0.6125,0.64375,0.628125,0.596875,0.559375,0.540625,0.675,0.621875,0.5125,0.528125,0.6625,0.578125,0.675,0.44375,0.65,0.528125,1.03125,0.671875,0.571875,0.415625,0.51875,0.8125,0.71875,0.540625,0.678125,0.746875,0.4375,0.678125,0.6875,0.55,0.55625,0.746875,0.625,0.521875,0.70625,0.6875,0.48125,0.65,0.725,0.71875,0.85,0.825,0.8875,0.465625,0.50625,0.69375,1.315625,0.809375,0.75,2.48125,0.921875,0.68125,0.65625,0.76875,0.675,0.74375,0.7,1.38125,0.68125,0.7375,0.478125,0.703125,0.7375,0.7,1.33125,0.696875,0.609375,0.63125,0.690625,0.728125,0.715625,0.621875,0.7375,1.65,0.590625
0.55625,0.709375,0.578125,0.659375,0.675,0.565625,0.690625,0.5875,0.4875,0.56875,0.75625,0.51875,0.74375,0.540625,0.534375,0.6125,0.725,0.7,0.58125,0.41875,0.58125,1.04375,0.715625,0.603125,0.74375,0.759375,0.471875,0.609375,0.7,0.678125,0.61875,0.715625,1.04375,0.609375,0.815625,0.70625,0.5,0.640625,0.728125,0.721875,0.73125,0.64375,0.728125,0.528125,0.5125,0.734375,0.753125,0.771875,0.734375,2.109375,1.303125,0.690625,0.671875,0.803125,0.846875,0.746875,0.734375,1.265625,0.690625,0.721875,0.421875,0.74375,0.665625,0.69375,1.440625,0.715625,0.65,0.65625,0.778125,0.74375,0.821875,0.634375,0.734375,0.728125,0.6
0.578125,0.65625,0.5875,0.66875,0.640625,0.559375,0.740625,0.546875,0.721875,0.675,0.65625,0.66875,0.721875,0.465625,0.60625,0.58125,0.746875,0.74375,0.596875,0.440625,0.59375,0.828125,0.784375,0.475,0.734375,0.7625,0.603125,0.709375,0.70625,0.6125,0.6375,0.696875,0.784375,0.51875,0.759375,0.709375,0.478125,0.65,0.7375,0.70625,0.840625,0.6875,0.66875,0.459375,0.525,0.7375,1.875,0.809375,0.709375,2.709375,1.14375,0.7,0.675,1.425,0.821875,0.725,0.88125,1.3625,0.721875,0.759375,0.46875,0.690625,0.65625,0.728125,1.428125,0.765625,0.625,0.5125,1.725,1.009375,0.659375,0.690625,0.709375,0.965625,0.7375
0.540625,0.79375,0.634375,0.68125,0.671875,0.634375,0.725,0.5125,0.690625,0.653125,0.690625,0.740625,0.728125,0.521875,0.675,0.6125,0.634375,0.728125,0.571875,0.4625,0.646875,0.8,0.746875,0.509375,0.7125,0.778125,0.55,0.678125,0.69375,0.634375,0.640625,0.73125,0.778125,0.525,0.715625,0.784375,0.459375,0.875,0.7375,0.725,0.578125,0.765625,0.78125,0.4875,0.58125,0.71875,1.41875,0.728125,0.7125,3.45,0.975,0.728125,0.6875,0.703125,0.6875,0.728125,0.790625,1.4375,0.765625,0.775,0.459375,0.696875,0.728125,0.740625,1.515625,0.803125,0.58125,0.715625,0.665625,0.8125,1.89375,0.696875,0.740625,0.91875,0.61875
0.596875,0.690625,0.634375,0.653125,0.675,0.6375,0.7125,0.49375,0.659375,0.625,0.69375,0.64375,0.696875,0.50625,0.684375,0.615625,0.684375,0.68125,0.6375,0.46875,0.615625,0.76875,0.734375,0.571875,0.7375,0.715625,0.565625,0.625,0.715625,0.65,0.7,0.796875,1.334375,0.571875,0.771875,0.76875,0.578125,0.775,0.7625,0.728125,0.703125,0.725,0.709375,0.49375,0.628125,0.703125,2.659375,0.684375,0.78125,3.7625,1.428125,0.75625,0.684375,0.73125,0.725,0.70625,0.990625,1.63125,0.73125,0.75,0.60625,0.7,0.696875,0.925,2.178125,1.025,0.634375,0.615625,0.746875,0.871875,1.040625,0.709375,0.75625,2.26875,0.98125
0.54375,0.765625,0.709375,0.71875,0.753125,0.621875,0.815625,0.46875,0.6875,0.621875,0.703125,0.70625,0.73125,0.56875,0.675,0.7125,0.646875,0.6875,0.746875,0.453125,0.615625,0.715625,0.784375,0.590625,0.790625,0.671875,0.621875,0.690625,0.721875,0.646875,0.64375,0.775,1.0375,0.6,0.790625,0.934375,0.534375,0.709375,0.7625,0.70625,0.653125,1.64375,1.1875,0.546875,0.6125,1.16875,1.23125,0.721875,0.75,2.528125,1.79375,0.8,0.765625,0.859375,0.74375,0.73125,1.090625,1.753125,0.75,0.75625,0.5875,0.80625,0.68125,1.23125,1.64375,0.703125,0.628125,0.646875,0.721875,2.596875,1.403125,0.65,0.7625,2.046875,0.675
0.5875,0.73125,0.69375,0.684375,0.665625,0.665625,0.78125,0.55625,0.728125,0.659375,0.7625,0.590625,0.740625,0.521875,0.58125,0.784375,0.69375,0.825,0.6125,0.5,0.665625,0.740625,0.75,0.58125,0.725,0.715625,0.625,0.709375,0.696875,0.646875,0.671875,0.740625,1.00625,0.6625,0.734375,0.7125,0.525,0.721875,0.678125,0.73125,0.709375,0.690625,0.69375,0.496875,0.75,0.696875,1.50625,0.8125,0.753125,2.93125,1.696875,0.73125,0.721875,0.74375,0.746875,0.734375,1.3125,1.559375,0.703125,0.7625,0.565625,0.740625,0.75,0.81875,2.459375,1.38125,0.68125,1.075,0.740625,2.3125,1.671875,0.75625,0.740625,1.2875,0.70625
0.60625,0.7,0.69375,0.778125,0.684375,0.725,0.78125,0.5625,0.734375,0.653125,0.721875,0.684375,0.678125,0.528125,0.5875,0.759375,0.80625,0.66875,0.671875,0.484375,0.64375,0.721875,1.040625,0.678125,0.725,0.68125,1.378125,0.659375,0.75,0.70625,0.75,0.740625,1.94375,0.584375,0.753125,0.75625,0.509375,0.996875,0.75,0.725,0.671875,1.059375,0.978125,0.515625,1.84375,0.721875,2.221875,0.753125,0.753125,2.965625,1.9625,0.721875,0.74375,0.740625,0.696875,0.73125,1.43125,1.38125,0.740625,0.7,0.5375,0.7375,0.73125,0.725,2.140625,0.8,0.625,0.6875,0.73125,1.125,1.2125,0.709375,0.7,0.925,0.6875
0.55,0.753125,0.66875,0.74375,0.684375,0.65625,0.7625,0.49375,0.8,0.684375,0.75,0.678125,0.73125,0.5375,0.696875,0.728125,0.753125,0.7,0.6375,0.525,0.653125,1.13125,0.7375,0.678125,0.715625,0.784375,0.56875,0.659375,0.721875,0.715625,0.7125,0.759375,1.45,0.64375,0.740625,0.7,0.5,1.0375,0.815625,0.740625,0.715625,1.04375,0.853125,0.5125,0.640625,0.709375,3.0375,0.725,0.7125,4.434375,2.009375,0.740625,0.7,0.915625,0.75625,0.775,1.51875,1.45625,0.71875,0.75,0.634375,0.6875,0.74375,0.825,2.665625,0.953125,0.640625,1.009375,0.728125,0.74375,1.5125,0.725,0.73125,1.421875,1.0125
0.69375,0.696875,0.671875,0.753125,0.725,0.678125,0.775,0.7,0.709375,0.7,0.8125,0.75625,0.715625,0.584375,0.640625,0.68125,0.7125,0.70625,0.665625,0.496875,0.675,2.065625,0.7125,0.725,0.721875,0.85,0.690625,0.6875,0.734375,0.7625,0.7,0.759375,1.328125,0.65,0.73125,0.734375,0.440625,0.93125,0.7125,1.15,0.690625,0.725,1.6375,0.55625,0.79375,0.709375,2.678125,0.74375,0.728125,6.278125,1.75625,0.74375,0.775,0.946875,0.74375,0.728125,2.025,1.39375,0.746875,1.24375,0.546875,0.778125,0.740625,0.73125,2.715625,1.88125,0.725,0.78125,0.759375,0.771875,1.965625,0.71875,0.746875,0.96875,0.946875
0.5875,0.771875,0.69375,0.721875,0.70625,0.64375,0.784375,0.609375,0.6625,0.765625,0.76875,0.69375,0.709375,0.634375,0.621875,0.721875,0.803125,0.728125,0.69375,0.50625,0.56875,0.815625,0.88125,0.68125,0.725,0.84375,0.8,0.70625,0.775,0.75,0.69375,0.759375,1.44375,0.83125,0.740625,0.715625,0.475,0.871875,0.7625,0.7375,1.225,0.71875,1.4625,0.546875,0.7125,0.71875,2.575,1.071875,0.7125,3.56875,2.128125,0.790625,0.78125,0.815625,0.765625,0.778125,1.821875,1.54375,0.721875,0.740625,0.603125,0.765625,0.709375,0.978125,2.471875,1.690625,0.721875,0.803125,0.759375,0.80625,2.159375,1.16875,0.75625,3.0875,0.846875
